gene_symbol,log2_fold_change,nominal_p,adjusted_p
PCAT19,0.6194708157666073,0.00460024890865336,0.03003825407643068
MOCOS,0.603860638798742,0.00460046913915161,0.03003825407643068
SLC15A2,0.4730107129835561,0.00460095755429921,0.03003825407643068
PIWIL4-AS1,-0.6238915369247588,0.00460921732981295,0.0300814641391391
JAG2,-0.23749581863787572,0.00461192117516019,0.0300814641391391
LBR,0.24248524525452544,0.00461332472823259,0.0300814641391391
GTDC1,-0.31014896591695873,0.00462568907351159,0.03014223914969459
ATP9B,-0.1285843589787774,0.00462703904247452,0.03014223914969459
SNHG29,0.18175966085041664,0.00462769514305978,0.03014223914969459
DUSP11,-0.19666212146400452,0.00462840555286983,0.03014223914969459
RAI1,-0.20372236572578295,0.00464553837650973,0.03024440552370927
FTSJ3,0.18073720099077303,0.00465469231093594,0.03029174588236378
SLC47A2,1.6906338318879557,0.00465679880443217,0.03029174588236378
ZNRD2,-0.2251674720676733,0.00465715150969598,0.03029174588236378
ZNF236,-0.1163817945921437,0.00466071061934896,0.03030547809058499
TMEM143,-0.2108426528562073,0.00466394197558663,0.03031238688659556
MYBPH,1.411836965239924,0.00466689555400011,0.03031743973953331
ZNF449,-0.361864095914612,0.004671284987974,0.03033653927498721
COPS9,0.2725728627492616,0.00467389934648911,0.030344102736155
MID1IP1,0.3881701784884095,0.00468871674649492,0.03043086208399542
CCDC102B,-0.2282655019055171,0.00469900494399463,0.03047873333831782
WBP1L,0.2216693886350631,0.00470137163268742,0.03048463743611536
ATP6V1G2,-0.44754205693324334,0.0047142175716496,0.03055846639584944
CLK1,0.23767968610130463,0.00472929996367755,0.03063725705346176
STK38,0.25136825373491156,0.0047446330837259,0.0307268466987318
NMB,0.5377721588560789,0.00474606542339113,0.0307268466987318
FAF1,-0.1056827178342532,0.00474810904924705,0.03072872289359673
ZBTB7A,-0.2102858741941498,0.00475282386792335,0.0307420755190061
C1R,0.678836467687943,0.00475800890693662,0.0307589641261662
KRBA2,0.1915139879352039,0.00475971048112518,0.0307589641261662
COLCA2,0.42107092473893415,0.00475984352418194,0.0307589641261662
TAF12,0.19239271398193303,0.0047615512102076,0.03076050258668376
FEM1AP2,-0.6212645288670086,0.00477487246824869,0.03083704277473414
FGR,0.6264389118681484,0.0047770522340893,0.03084160404433164
F8,-0.2071261676256677,0.00477860643841644,0.03084212499614387
UNC119B,0.2125201648175139,0.00478205076120638,0.03085484108594664
DSP,1.3916880805631804,0.00478488942507353,0.0308636426983711
RFT1,-0.1785806326646533,0.00478648211955017,0.03086440457310679
PFKFB2,0.3871257911490602,0.00479569005019681,0.03091425575628871
CHL1,-0.33924998304829135,0.00479875519759497,0.0309244904682452
ZSCAN1,-0.6379527801682263,0.00480513807666895,0.03095609266936221
USP32,-0.20383785407689192,0.00480669441657526,0.03095659102564212
HMSD,0.7356334971944847,0.00481781216212181,0.03101864852825951
LINC01480,1.0725280903154744,0.00481993208971252,0.03102275478775303
SLC7A7,0.7884257493478373,0.00484318753659793,0.031153275454373498
WASF1,-0.41107253523516274,0.00484669742010225,0.03116627456226123
ODAD3,0.444452969407803,0.00485405185571622,0.03120398015724705
TDRD12,0.5525962822698838,0.00485912471192097,0.03122700010599258
ZNF777,-0.17213690071784882,0.00486258427615916,0.03123539021825391
GJB2,1.1474013180269385,0.00486452024800314,0.03123539021825391
HCAR3,1.2443960347093774,0.00486572986838328,0.03123539021825391
PPP3R1,-0.3984983284085328,0.00486639947932377,0.03123539021825391
PAK5,-0.4097893130124661,0.00487502532654782,0.03126199605084943
NDRG4,-0.2843265085102953,0.00488141445188576,0.03129338005893444
VTI1A,-0.10152616797469172,0.00488533229454139,0.03130890699848315
ATP8A2,-0.40505773311157833,0.00488895107643462,0.03132049024666385
PDZK1IP1,1.1475922870214363,0.00489013244116848,0.03132049024666385
EMX1,-0.3734866725070636,0.00489283813834412,0.03132823342725017
ND1,-0.3598200015309345,0.00490130091720032,0.03137282247642813
FLNC,0.591094675039427,0.00490485239514922,0.03138595704153724
CSF2RB,0.6544437113725476,0.00490691926065259,0.03138958650510987
NAP1L2,-0.49795341229093426,0.00491716422801303,0.03143590850841201
PPP1R7,-0.2157506232175299,0.00492084782837485,0.03144985218189741
RPS21,0.3793214435272656,0.00492811021234742,0.03148134186784436
FLNA,0.6460396284158243,0.00492921628161505,0.03148134186784436
SLC22A31,1.326611954961896,0.00493080802376393,0.03148134186784436
MKLN1-AS,0.2864956416924429,0.00493179112248156,0.03148134186784436
FAM184B,-0.3486931219535294,0.00493452547884566,0.0314891929261337
ANKRD34A,-0.4065501941832146,0.00493760686982377,0.03149261459252342
PLOD1,0.3221076420270972,0.00493807085627355,0.03149261459252342
MCM4,-0.25362791003631235,0.00494401294168297,0.03152090614753772
SNORD17,0.5070293877217722,0.00495437481389251,0.03157735055712066
PREPL,-0.4324781696518966,0.00496380046068235,0.03162779526409204
SAYSD1,0.13767385857276038,0.00496956152043364,0.03164060217539239
ANGPTL1,0.6936687815229767,0.00496975660587521,0.03164060217539239
VSIG1,-0.6752604532966968,0.00497078701986601,0.03164060217539239
NBEAL1,0.18786771370678323,0.00497185708063951,0.03164060217539239
STRBP,-0.37879237231024065,0.00498072364251432,0.03168739409163142
NOM1,-0.15140564752897223,0.00499556650801404,0.03173702666279596
VPS13A,-0.2595917547419875,0.00499593666801794,0.03173702666279596
APBA1,-0.2645223334905813,0.00499604810123232,0.03173702666279596
TP53BP1,-0.15556037303585413,0.0049961063902304,0.03173702666279596
POLR2L,0.2967769184677538,0.0049976725998792,0.03173734380706056
RLF,-0.17255005615374053,0.00500527719247636,0.03175918246930889
C16ORF87,-0.27496332222696007,0.00500549278090599,0.03175918246930889
EXOSC9,-0.23626750306703712,0.00500566351183651,0.03175918246930889
SPATA25,0.35828076463779457,0.00500803767963377,0.03176461717345896
TIMP3,0.47864467671594113,0.00503265883195157,0.03190144821671061
MED10,-0.21194969834758748,0.00503677124570163,0.0319178501192192
LRRN3,-0.34452755849131256,0.00505095608529827,0.03197869383586754
USP5,-0.2340120775510783,0.00506079761962783,0.03201713069693374
SLC49A3,0.42076960422692133,0.00506095636867756,0.03201713069693374
RPN2,0.1777688616140134,0.00506250975571139,0.03201713069693374
ZNF441,-0.3401349380471177,0.00506439060252715,0.03201713069693374
TUBGCP2,-0.104458433639123,0.00506467534936446,0.03201713069693374
C11ORF96,0.8246496758252126,0.00507997046790989,0.03209443461026923
BIRC3,0.4926342685224281,0.00508228221222458,0.03209935093061943
GCN1,0.12112577503095157,0.00509194549935912,0.03214497229601899
IRAK4,0.31074303816252735,0.0050949673917377,0.03215036553405544
SV2A,-0.42850003090985656,0.00509850884561557,0.03216301647003607
CACNG5,-0.4595905380256908,0.00510076768772568,0.03216757109725407
BAALC,-0.20952010624361428,0.0051088839889431,0.03220905143752054
WDR76,0.3045855951236459,0.00511336269830659,0.03221787918069094
RAP1A,0.21781498365899843,0.00511675658589851,0.03222956126976884
TP53I13,0.28015171158874796,0.00511862833736108,0.03223165154311214
RGS22,0.4656518809997503,0.00513263733869441,0.03230055121875672
RPS27L,0.20947681752597447,0.00513265650726601,0.03230055121875672
CALHM1,-0.4681016000562104,0.00515087157368663,0.03240543820524044
RHEBL1,-0.5023653310715859,0.00515378368780982,0.0324087622819308
SIN3B,-0.1701932119474474,0.00515537851564897,0.0324087622819308
AOX1,0.9724226801543652,0.00515604502407097,0.0324087622819308
MGME1,0.26258465411504384,0.00516751536097295,0.03246207263887375
RAB9B,-0.3637145859846639,0.00516762820852932,0.03246207263887375
C4A,1.0582700826633546,0.00517198689581272,0.03247970528540538
FGF12,-0.5362175490826491,0.00517628607816514,0.03248850513131587
ARF1,-0.16787398177596025,0.0051900237958824,0.0325636654890931
MEF2C,-0.4332002317882031,0.00519587074879826,0.0325844164082885
UBR3,-0.2011834292260879,0.005196444602306,0.0325844164082885
PART1,-0.6221093617052615,0.0051993038614691,0.03258676405423152
TRRAP,0.1309444391933292,0.00520178258952385,0.03258676405423152
XKR8,0.2506542909707017,0.00520285441154555,0.03258676405423152
RBL1,0.24044173287725323,0.00520513368992664,0.03258676405423152
ZNF304,-0.17755700599844235,0.00520663247086462,0.03258676405423152
S100A12,1.7004363191193548,0.0052068303745249,0.03258676405423152
RBM11,-0.43488930523489144,0.00520845873281829,0.03258676405423152
ATG9A,-0.18639288055963377,0.00520927392506132,0.03258676405423152
UBXN2A,0.16460493369836104,0.00522476606383346,0.03266615691402312
LOXL3,0.4584994725105629,0.00522508687344844,0.03266615691402312
DIPK1B,-0.1931572749016199,0.00522921558903679,0.03267728370947472
RSPO2,-0.5528983064054231,0.00522998903190197,0.03267728370947472
KIF1B,-0.165020441903593,0.00523172065702261,0.0326783482757805
HEXD,0.2727786308558171,0.00524329148352661,0.03274085144441989
PCNX1,-0.11657342664399106,0.00524513178328621,0.03274257481537837
RABGAP1,-0.11536709056920548,0.00524811782624774,0.03275074023879869
CCN4,0.8967141243144592,0.00525024487240203,0.03275074023879869
PCDH11X,-0.5401213147072563,0.00525113392773438,0.03275074023879869
TSNARE1,-0.18245730594804055,0.00525420458361942,0.03275590287240332
ITGB2,0.7322868856756903,0.00525665652612884,0.03275590287240332
ECRG4,0.7850258788035982,0.00526284459474401,0.03278470244422234
RGPD6,-0.30429172646668334,0.00527579578696895,0.03283502912191527
TPGS2,-0.17669845320431676,0.00527609188475196,0.03283502912191527
H2AC20,0.4498253499046516,0.00527719831666537,0.03283502912191527
HDX,-0.18702588062883896,0.00527972662823867,0.03284099793630421
OXGR1,-0.6994423218188142,0.00528634064774719,0.03287236960724793
ZNF625,-0.2543182112480604,0.00528930023999953,0.03288100484806364
PLCD1,0.40961907607374926,0.00530175374939649,0.03293414019037646
ANXA1,0.7217129674099363,0.00530302819997245,0.03293414019037646
H4C3,0.2582066197022477,0.00530372102935389,0.03293414019037646
CDK4,0.1988358518698412,0.00530414154038311,0.03293414019037646
LINC00836,0.8083763099849381,0.00531055416591634,0.03294464542152687
RAB6A,-0.2426026421287446,0.00531055533191112,0.03294464542152687
CDH10,-0.33866320152127827,0.0053128022052946,0.03294881865452483
NEK9,0.18014059562974438,0.00532240612199671,0.03299860264796009
TSPAN12,0.36753138516212336,0.00533615766930413,0.03307406460651607
CERS2,0.35050702177870985,0.00535239624100264,0.03316489216116825
GSPT1,0.14470299223699712,0.00535969805577624,0.0331906452481449
GBP2,0.6186306242155291,0.00535972389941855,0.0331906452481449
GPCPD1,-0.5668563041847676,0.00536172546786606,0.03319321968882121
D2HGDH,0.2441617231825166,0.00536565348881788,0.0332077153088253
DCTN1,-0.23522683954304743,0.00536942604558985,0.03321929214175762
PABPC1L2B-AS1,-0.5306034139715274,0.00537228531364242,0.03321929214175762
SMAGP,0.6302273692043394,0.00537907407961672,0.03325144700545119
PIK3AP1,0.6682103879704266,0.00538392726664934,0.03327162138123335
NCLN,-0.14684034440543492,0.00538867234843488,0.03328483025232948
NIBAN2,0.4222993859519626,0.00538941330378383,0.03328483025232948
PCDHA11,-0.2335646000741165,0.00539083534257307,0.03328483025232948
CYTIP,0.8000557548156144,0.00539506609712284,0.03330112901176005
SOCS4,0.1907758741382546,0.00539693896541554,0.03330286836235634
CAT,0.3563467745811808,0.00539947594239614,0.03330870349257107
AKR1B1,0.18383249084885375,0.00540447276715772,0.03332970521195592
PITPNM3,-0.29529341118367025,0.00541187934088694,0.0333585147549823
MIR4435-2HG,-0.31321416820894354,0.00541624638006065,0.0333585147549823
B3GALT6,-0.1934052880942776,0.00541693843840508,0.0333585147549823
SHFL,-0.12421542736332204,0.00541809015884265,0.0333585147549823
TFAP2E,-0.301511848445728,0.00541870671095216,0.0333585147549823
SPRY4-AS1,-0.8029264650978432,0.00542491932748037,0.03337549686203366
RTL10,-0.198509599115698,0.00542624890456741,0.03337549686203366
ZNF875,-0.12494196901134735,0.00543010017680614,0.03338937332571367
INIP,-0.15219504299364806,0.00543397874720984,0.03340340944430229
IFT122,-0.17186734689045746,0.00543888893300144,0.03342377693971027
MYO1C,0.4373176643095382,0.00545414715345385,0.03349787384652072
PLEKHF2,0.2608433169241402,0.00546282253277186,0.03354131370884359
PTGES2,-0.18230768601986205,0.00547090494566687,0.03358108839230302
RDX,0.2761860700628276,0.00547504053872714,0.03359662079041271
FAM167B,0.9503030369757904,0.00548105730856304,0.03360874770663365
SERTAD1,0.4851835619262719,0.00548239866409206,0.03360874770663365
RASL11B,-0.5471896150494404,0.00548280756647859,0.03360874770663365
TENM3,-0.36594576087382347,0.00548343955941684,0.03360874770663365
TMED10,0.22390891447325956,0.00549156030799782,0.03364866768346088
ZNF876P,-0.27910547196624136,0.00549401045512766,0.03365020373092595
CLSPN,-0.4212421439161254,0.00549502634142204,0.03365020373092595
CAVIN1,0.6537816988185625,0.00550078991427991,0.03367564600637404
HS3ST2,-0.5969671074780627,0.00550945845292542,0.03371885230356199
TFIP11-DT,-0.27014639593675704,0.00551220666841366,0.03372581051638892
DNAJC1,0.21228921566211056,0.00553208461880004,0.03383754037291168
STOX2,-0.2778372319390945,0.0055360092219740404,0.03385165323550647
RHOV,-0.5752428759114747,0.00553888945546565,0.03385937359589706
C2CD2,0.23042927874852023,0.0055439201351749,0.03388023134287472
ZDHHC5,-0.13362917642614924,0.0055533425457938,0.0339279080052569
RABEPK,-0.19706749823924816,0.00555866007746638,0.03395048557964662
PLBD1,0.7072788710334004,0.00556065321516725,0.03395275158887569
MAN2B1,0.3095085269454243,0.00557119694134202,0.03400721002602214
TSPAN32,0.896481179820869,0.00557545433746567,0.03402327543367173
PSMB2,-0.1800073549668446,0.00557909125348499,0.03403554620422455
PSMG3,-0.27819122641779126,0.00558497429871941,0.03406150846343123
SGSM1,-0.3199675996392801,0.00559286899708088,0.03409972064605302
TBC1D25,-0.16421333352482925,0.00560237699215291,0.03414126669632086
TMEM220,0.4886959876805412,0.00560294544464488,0.03414126669632086
GALNS,0.1947694533800126,0.00562443125712861,0.03424339337835
DZIP1L,0.35877363241256166,0.00562465557063371,0.03424339337835
CACNA1C,-0.21727412049036676,0.00562622688808329,0.03424339337835
PDE6B,-0.5653899649577596,0.00562672738570066,0.03424339337835
TFAP2C,0.6802467715913727,0.00563832099855611,0.03429691857622144
SPPL2A,0.2333115681151696,0.00564012232297312,0.03429790829231562
DDB2,0.300757555078345,0.00564651717342062,0.03430796217635345
DHX36,-0.19738737021324224,0.00564669292903051,0.03430796217635345
ZNF18,-0.20566561023313712,0.00565261206003113,0.03431700342757181
CORO1B,0.31983899127648474,0.00565406072451488,0.03431700342757181
RND1,-0.37067186548788866,0.00565473913437939,0.03431700342757181
ZNRF1,-0.2257539176798904,0.00565762181482417,0.03432454556698113
MAPK6,-0.22966708529312777,0.00566534994115717,0.03435635654752153
ADORA2A,0.5032369424261889,0.0056666560645946,0.03435635654752153
EPOP,-0.43463996446893294,0.00566778936307829,0.03435635654752153
PCK1,1.189985309675056,0.00568872122205107,0.03447323562735138
KDM2B,-0.1205604868695236,0.00569036496548177,0.03447323562735138
LCP1,0.70827712448372,0.0056937889296952,0.03448399771048911
SLC35F3,-0.39296235747838915,0.0056961830888417,0.03448626755450087
UBL7-DT,0.4893950787892262,0.00569785556425531,0.03448626755450087
ZNF697,-0.32888970780399474,0.00569910656304135,0.03448626755450087
C1ORF56,0.31510384755328635,0.00570214009225628,0.03448644299399357
CNIH3,-0.442194788187235,0.00570393329806403,0.03448644299399357
FHOD1,0.3160370700946711,0.0057057569812579,0.03448644299399357
CRMP1,-0.22891498180224712,0.00570583370806069,0.03448644299399357
NES,0.43133425581709783,0.00570737368167759,0.03448644299399357
ZNF346,-0.12840047757588646,0.00572064753740781,0.03455667347921584
SERHL2,0.4677126129955087,0.00572622313017965,0.03458037401551943
MAN1A2,-0.1742318486075627,0.00573069104867414,0.03459737361978615
SNAP25,-0.663221331483663,0.0057328843431815,0.03460063500205652
LOC102723553,-0.8143560613641605,0.00573884983894048,0.03462665493769478
MRPL52,0.189228713274733,0.00574156528046216,0.03463305558655721
KCNQ5,-0.5317138969044066,0.0057456988358334,0.03463577775522972
ABI3,0.6558657235807628,0.00574612334099117,0.03463577775522972
SLU7,-0.19206088046095623,0.00574698084868916,0.03463577775522972
AREL1,-0.16411757436681107,0.00575252609977319,0.03465921813308943
MSN,0.42371987277826406,0.00576606014472976,0.03472077240774991
BCAN,0.28150147928637104,0.00577264394587935,0.03473737557412026
PANX2,-0.2746520269830377,0.00577379626498324,0.03473737557412026
C12ORF75,0.4912381582340626,0.00578173675017191,0.03476334182670514
MFRP,1.2068099235441987,0.00578301123230866,0.03476334182670514
HYLS1,-0.2825136666409014,0.00578587456028123,0.03476361916267288
CD14,0.7240549058088308,0.00578646262303532,0.03476361916267288
HEPACAM,0.4073896191676827,0.00578836063737274,0.03476504347226655
EPS8,0.3878204423762064,0.00579211686227259,0.0347761870495188
NEDD4L,-0.28112706934723697,0.00579353897289532,0.0347761870495188
UBE2O,-0.21325877888543232,0.00579820964796055,0.03479424488000641
RB1CC1,-0.24862266132413424,0.00580263621541248,0.03481082792341607
TTC21B,-0.16886249313421242,0.00581240304911879,0.03484944377573916
RPL19P6,0.4141611780238448,0.00581656786327527,0.03485348794603834
POGLUT2,0.2710384053881394,0.00581796049775928,0.03485348794603834
CA2,0.43340253144378327,0.00581807304397582,0.03485348794603834
PPP2R1A,-0.22338215068798295,0.00582335310129945,0.03487166736198944
MIER3,0.17394177527642984,0.00582443978297812,0.03487166736198944
XPOT,0.13755961300414032,0.00583325007475685,0.03491442874313288
SHISA7,-0.2862005717260052,0.00584446704106008,0.03497156650555422
NR1H2,-0.18018692794023217,0.00584726262084953,0.03497829491769121
TPPP,-0.2481432245302475,0.00586306817299672,0.03506221523784035
TARS3,-0.15872524779057784,0.005864641705971,0.03506221523784035
NAGPA,-0.29115082559676253,0.00586898143918923,0.03507814120607366
BAAT,-0.6016879583714112,0.00587389212057439,0.0350974695905631
IQCK,0.29611017275752216,0.00587701082572461,0.03509909833738172
FMO3,0.5890793319476462,0.00588833022462162,0.03514735043971889
MITD1,0.243917786026147,0.00588895695342287,0.03514735043971889
ZBED6,0.25672455628476865,0.00589475213414633,0.03514896149410343
AMIGO1,-0.2478557835447326,0.00589588248769686,0.03514896149410343
FMO5,0.5301346802439653,0.00589660588805149,0.03514896149410343
CCAR2,-0.13196469856891735,0.00589676847043114,0.03514896149410343
FCGBP,0.8944688045202822,0.00589834044067864,0.03514896149410343
ITGAV,0.2932438249348852,0.00589930255261503,0.03514896149410343
PTPRC,0.6669380102799716,0.00590893821723469,0.0351893703858885
PPFIA3,-0.2672235678547157,0.00590944708357928,0.0351893703858885
TTC7A,0.23606112039676397,0.00591450860548111,0.03520949363518918
STX2,0.17958244669073142,0.00592158748387895,0.03522882359647919
NINL,0.2487491078898296,0.00592200340549487,0.03522882359647919
LOC107984974,0.4218567150874319,0.00592280494176151,0.03522882359647919
GUF1,-0.18325339877367064,0.00593282498754023,0.03527839767448993
ZNF324,-0.12616522396090257,0.00594928488964338,0.03536622607927452
CREG2,-0.5800566126149798,0.00596735780412866,0.03545540229313198
ROCK1,0.1930881936504374,0.00596767389416195,0.03545540229313198
CDH3,-0.32761506942104646,0.00597184655401247,0.03547012492112232
ZNF483,-0.329107960683916,0.00597397381159574,0.03547269385830085
SLC30A9,-0.20413710312345223,0.00598099944753919,0.03549427259326424
C17ORF67,0.37245421844628424,0.00599266078515581,0.03553498238580117
LINC00923,-0.5659958730029573,0.00599363566161588,0.03553498238580117
ADRA1D,-0.7640679185492882,0.0059969792553491,0.03553498238580117
EVC,0.44248720857047896,0.00600939275168942,0.03557808022870731
PLIN1,0.8053148653740188,0.00601252594540391,0.03557808022870731
C1ORF50,-0.18853909476247255,0.00601396404713254,0.03557808022870731
MARCHF10,-0.6957070629832208,0.00601515890821997,0.03557808022870731
ZNF600,0.42139162481606807,0.00601619168724508,0.03557808022870731
TGFBRAP1,-0.11783812932234916,0.00601899541454846,0.03557808022870731
PAK3,-0.4269266390216484,0.00602339290747981,0.03557808022870731
NOL6,-0.2626491474604107,0.00602423092808407,0.03557808022870731
UBXN11,-0.18458771101762483,0.00602595592430287,0.03557808022870731
HEYL,0.6154265774426317,0.00602719837342643,0.03557808022870731
PLPP7,-0.2190033160120679,0.00602816312914911,0.03557808022870731
PAX6-AS1,0.6012951996383814,0.00602827517642095,0.03557808022870731
C2ORF16,-0.48185559556656776,0.00603095772735463,0.03557808022870731
KEAP1,0.1980012686544983,0.00603472823103673,0.03557808022870731
DCLK1,-0.40024457164402527,0.00603583086050344,0.03557808022870731
RMND1,-0.1860663702497274,0.00603694762317137,0.03557808022870731
ARHGEF10L,0.1919707892078133,0.00603761602275898,0.03557808022870731
RBM27,-0.3725022560023481,0.00605498849745879,0.03566049782814797
ADCY8,0.2768744722788403,0.00605500975974573,0.03566049782814797
PTCH1,0.3139881928538868,0.00606630511110257,0.03568929592192672
HSPB3,-0.6329619989470068,0.00606734845668084,0.03568929592192672
ASH2L,-0.19524470728134968,0.00606820747475241,0.03568929592192672
TNFSF14,1.2397896496268934,0.0060684250244201,0.03568929592192672
FCN3,0.8712840890659582,0.00607320321259096,0.03570736416930943
PIM2,-0.25883474650879923,0.0060771914243899,0.03571394488593635
GLYR1,-0.12087632409961202,0.00607809425704222,0.03571394488593635
DHX8,-0.1117566492383082,0.00607944128940763,0.03571394488593635
RCCD1,-0.16784725732015904,0.0060927247175216696,0.0357679090019383
LINC01089,0.25467259145673893,0.00609355876475235,0.0357679090019383
TIGD1,-0.22721308219733283,0.0060937539296217,0.0357679090019383
TMEM150A,0.2826796614498024,0.00609720527182124,0.03577813387846662
ACTN2,-0.3443340322561803,0.00610337884016733,0.03580432245054443
TEX9,0.3299510595389803,0.00610559511238361,0.03580728811916543
CRYM,-0.6214302974130059,0.00611563147506164,0.03581719399866615
PRRT3,-0.26332986155014293,0.00611607424132172,0.03581719399866615
RPL7L1,-0.14745313033107532,0.00611818453903373,0.03581719399866615
AOC3,0.9199547833366905,0.00611864676064414,0.03581719399866615
PLPP6,-0.2610312309875633,0.00611917647538764,0.03581719399866615
C19ORF54,0.31177532206090763,0.00611926261235632,0.03581719399866615
GYG2,0.4113254179070971,0.00612243020218912,0.0358257161202182
RGPD3,-0.41378013939917246,0.00612515870161962,0.03583166483610963
MTMR7,-0.3398481053158515,0.0061279526827655,0.03583799318328157
NCOR1,-0.1023780915776218,0.0061362603183712,0.03586898355023743
CLEC4E,1.16060019989424,0.00613689573995683,0.03586898355023743
ARL5A,0.19085288389004695,0.00613839277038605,0.03586898355023743
ZCCHC17,-0.20858537650445497,0.00614495258238642,0.03587932062392311
ULK2,-0.1608999554215833,0.00614526490088622,0.03587932062392311
STXBP5L,-0.48201532452682416,0.00614576240909643,0.03587932062392311
CDK2AP2,0.28975273520179634,0.00614701847773103,0.03587932062392311
C1ORF112,0.2573320188840038,0.00615234922404487,0.03590042420085959
DUSP4,-0.7040228194664837,0.00616203921149526,0.03594694613595521
SEMA4F,-0.26944258717357705,0.0061756101632071,0.03601607587798495
CRPPA,-0.16193199426043448,0.00618222348516462,0.03604460160667989
SNHG12,0.2143197140634285,0.00618881277625106,0.03607297137836565
MTTP,0.657103254765848,0.0061909775156584,0.03607554297891037
VAV1,0.5531980693527807,0.00620444148598145,0.03613479551572054
LLGL1,0.3331937427217486,0.00620459868537096,0.03613479551572054
INPP4A,-0.2261556947638423,0.00621443459727652,0.03618201128111127
PCCA-DT,0.43110723611724094,0.00622450473340958,0.03623056411985429
PPM1J,-0.34521529977251486,0.00623217115928165,0.03626249641576252
GALNT10,0.34698322930605574,0.00623543190511988,0.03626391364436354
WDPCP,-0.15816149037689664,0.00624267910454781,0.03628522418578905
PLEKHO2,0.3358465959764141,0.00624429685715981,0.03628522418578905
FAM241B,-0.3128493742051509,0.00626928559073996,0.03639404246343496
LMNTD2,0.6094801149740992,0.00626933612047454,0.03639404246343496
EDA,0.42012668487120974,0.00626997836334367,0.03639404246343496
RRAS,0.5047247028148139,0.00629163430349315,0.03650322473297854
ARHGAP45,0.6090419440428771,0.00629241708726068,0.03650322473297854
MRTFB,-0.31603347569141693,0.00629402025996462,0.03650322473297854
IGSF3,-0.4092082611193213,0.00631624718643494,0.03657871246032732
EPPK1,0.5576441232481546,0.00631633455335246,0.03657871246032732
FLII,0.189835127146897,0.00631679822658537,0.03657871246032732
WDR47,-0.3064456755585625,0.00631695776244438,0.03657871246032732
OTUD5,-0.16761722642142285,0.00631741968551457,0.03657871246032732
KRT16,1.179037796378557,0.00631752164464589,0.03657871246032732
TPD52,-0.3500883752686015,0.00632289132335116,0.03658764168771834
LHX1,0.8757615306065216,0.00632356211435791,0.03658764168771834
ICE1,-0.12490882071520916,0.00632430785085112,0.03658764168771834
LRRC58,0.18177280328497236,0.00633242391983325,0.03662447224814311
LAMA3,0.2877801765139312,0.00634143504216361,0.03665804229577737
BCL2L11,0.30030151348630785,0.00635061456306623,0.036699258260502327
TCF24,0.8941883633152161,0.00636881885307588,0.03679429958976855
LINC00278,0.8144921258902738,0.00637290871456412,0.03680776829595522
BOLA3,-0.2212436611150843,0.00637918107694007,0.03683383148177456
OSBP2,-0.2175861116440476,0.00638502660154392,0.03685741638083727
NMRAL2P,1.0510653501009717,0.00639424520931152,0.03688426785900595
NAA38,0.27835581623028594,0.00639647355287436,0.03688426785900595
OLFML2A,0.9342422078646456,0.00639822205791818,0.03688426785900595
MFAP5,0.8492386557681058,0.00640156731308895,0.03688426785900595
ZNF616,0.19389493021287096,0.0064022392259347,0.03688426785900595
CTSS,0.5670341779086718,0.00640497647406337,0.03688426785900595
RIMKLA,-0.37859175573650994,0.00640991644538823,0.03688426785900595
ZWILCH,-0.2987006326763294,0.00641164900729554,0.03688426785900595
GTSE1-DT,0.4671158477249909,0.00641201553895027,0.03688426785900595
TRAPPC6B,-0.25843276865407194,0.00641203363876547,0.03688426785900595
EBP,-0.21367402664195412,0.0064125328768533,0.03688426785900595
FBXO41,-0.26890580649519613,0.00641346235098755,0.03688426785900595
AGBL1,-0.6750340333879219,0.00641434881308975,0.03688426785900595
TMEM151A,-0.3372331150986527,0.00642063371475583,0.03691026758680426
ADCY10P1,0.4439993593888596,0.00642250408378535,0.03691088220145833
CDK13-DT,-0.3285578093558268,0.00642439562252871,0.0369116181101149
TTC38,0.37610922447179274,0.0064362061567667,0.03695918547799284
OR2AK2,-0.8277800156690355,0.0064471957758017,0.0370121378999741
ANKRD52,-0.1378392595589384,0.00646172231628562,0.0370853605160884
FZD8,0.4218560393168831,0.00647672185293283,0.03716125688150689
BORCS5,-0.17894910670376962,0.00649947595356937,0.03728159254156223
THAP9-AS1,-0.33924877585457436,0.00650193153913438,0.0372854600124991
EZH1,-0.11214204189591914,0.00650785113354902,0.03730918435396181
KIAA1217,-0.2622051673575614,0.00652515645582533,0.03739399168895464
ACAD9,-0.14068289154751934,0.0065262171726029,0.03739399168895464
COX18,-0.2061842982896143,0.00654151802366771,0.03747140496808675
LOC101928335,-0.7297827721874941,0.006567874595802,0.03761208841716329
LMNA,0.4061444989600389,0.00657430079388858,0.03763859133393926
ZFP36,0.8023371047023549,0.00657719335331256,0.0376448548203952
LIFR,0.3080918458391242,0.00658384760236389,0.03767263919220304
RPS25,0.21429633460408848,0.00658747234572799,0.03768307834611444
SOCS6,0.2911294584061803,0.00659303383176759,0.03769351417572023
COTL1,0.32588271766659016,0.00659497885462238,0.03769351417572023
NABP1,0.34658381482785394,0.00659657260554662,0.03769351417572023
TMEM160,-0.29259926798785507,0.00660010173685034,0.03769351417572023
ADRA2B,0.5511352722048417,0.00660880547123947,0.0377276894579671
FCGR2B,1.3115755027684592,0.00661043320503717,0.0377276894579671
SLC12A5,-0.36101346550925584,0.00661149323643511,0.0377276894579671
