gene_symbol,log2_fold_change,nominal_p,adjusted_p
RNF165,-0.5885496906516008,3.1242609644222315e-5,0.00184987382373074
CABP1,-0.7194796290476093,3.124318266625523e-5,0.00184987382373074
RAMP2-AS1,0.7621437435689367,3.133125188502096e-5,0.00184987382373074
LRRC20,-0.3926784365781763,3.1497516791147704e-5,0.00184987382373074
RAB11FIP4,-0.4247634647059329,3.161541319090285e-5,0.00184987382373074
ASXL2,0.26236917543816496,3.162781218816353e-5,0.00184987382373074
F2R,0.6956352248532045,3.163990391742426e-5,0.00184987382373074
KLF15,0.594184361872288,3.187209800532815e-5,0.00185772993346931
EPHA10,-0.5175337618408347,3.200343346938544e-5,0.00185772993346931
ST6GALNAC3,0.5204730947592466,3.217159763763615e-5,0.00185772993346931
MPZL2,1.6731495168980457,3.221804815103731e-5,0.00185772993346931
TSPYL2,-0.3271392238808497,3.2568796002487344e-5,0.00187131566814428
SLC16A12,2.0974583595788276,3.263246948892377e-5,0.00187131566814428
GFAP,1.0408710552117544,3.287994969746632e-5,0.0018803558117969
RAMP1,0.4934099969260046,3.3298632695678074e-5,0.00189478343217118
RAD51D,-0.2267684164772561,3.331328188041635e-5,0.00189478343217118
ZFAND4,0.3372384403448576,3.342568602627279e-5,0.00189602448296996
CFAP221,-0.43465575940475576,3.358549079923785e-5,0.00189611143209184
STAMBPL1,-0.3956510220435891,3.360839622120663e-5,0.00189611143209184
ADCY1,-0.5837968531911883,3.408974224246092e-5,0.00191809783569072
DDIT4,0.7927800124505033,3.4486891491689994e-5,0.00193524162416236
RHOQ,0.4548727608062135,3.466006802524033e-5,0.00193805233431746
NREP,-0.5567712723014866,3.482993339145038e-5,0.00193881069855258
TECTA,-0.4603592712643656,3.4921008712164975e-5,0.00193881069855258
PARD3,0.6055410608143816,3.537390235935935e-5,0.00195403887112749
THPO,-0.5232986563617111,3.546788223225553e-5,0.00195403887112749
EML6,-0.4192846368637966,3.547536051925118e-5,0.00195403887112749
MT1E,0.9712384514482136,3.565549992192234e-5,0.00195880647996261
IL17REL,-2.0069034886203374,3.594030114404121e-5,0.00196928388284273
CACNB1,-0.400297874322586,3.658997854559372e-5,0.00198136727245563
OTOS,1.3139556534353722,3.6625129646987755e-5,0.00198136727245563
FBXL16,-0.47490932172968137,3.663413761599217e-5,0.00198136727245563
ZFAND6,0.2549983051123683,3.675712512581287e-5,0.00198289532476388
DHRS11,-0.442739606755747,3.696140670977071e-5,0.00198369026626207
SPR,0.6811872297439929,3.7116140982844046e-5,0.0019869001199793
MSX1,1.00661000854313,3.7276877431459975e-5,0.00199041408550481
SVOP,-0.7881382929897356,3.740736568781315e-5,0.00199229916338833
ROM1,0.6336205189025739,3.751674365234655e-5,0.00199305320149052
SORCS1,-0.5780920281922057,3.7797662831769774e-5,0.00199762315709237
DHX35,-0.2505517911029487,3.785551051402677e-5,0.00199762315709237
MDGA1,0.5717134632235252,3.804634173555877e-5,0.00199938921190375
SLC22A9,-0.9984650272581506,3.811362550998997e-5,0.00199938921190375
C2CD2L,-0.3222287639484618,3.8598674224440674e-5,0.00201977212547941
NCALD,-0.9028524429321924,3.874451153970352e-5,0.00202234755869709
FOXD1,1.2156224745248665,3.936418407975848e-5,0.00203387166031607
SYNM,0.4426118918609223,3.9367926137734575e-5,0.00203387166031607
ST6GALNAC2,1.26931961639162,3.937232942261663e-5,0.00203387166031607
ARFGAP3,0.2870143525546691,3.9534946805289055e-5,0.00203387166031607
