module_id,gene_symbol,copper,broad_iron,core_iron,module_order,disease_group,cohort,module_colour
FTLD3_turquoise,PPOX,FALSE,TRUE,FALSE,7,Frontotemporal lobar degeneration,FTLD3,turquoise
FTLD3_turquoise,PPP1CA,FALSE,TRUE,TRUE,7,Frontotemporal lobar degeneration,FTLD3,turquoise
FTLD3_turquoise,PRNP,TRUE,FALSE,FALSE,7,Frontotemporal lobar degeneration,FTLD3,turquoise
FTLD3_turquoise,PXDN,FALSE,TRUE,FALSE,7,Frontotemporal lobar degeneration,FTLD3,turquoise
FTLD3_turquoise,SLC11A2,TRUE,TRUE,TRUE,7,Frontotemporal lobar degeneration,FTLD3,turquoise
FTLD3_turquoise,SLC25A39,FALSE,TRUE,TRUE,7,Frontotemporal lobar degeneration,FTLD3,turquoise
FTLD3_turquoise,SLC30A1,TRUE,FALSE,FALSE,7,Frontotemporal lobar degeneration,FTLD3,turquoise
FTLD3_turquoise,SLC39A1,FALSE,TRUE,TRUE,7,Frontotemporal lobar degeneration,FTLD3,turquoise
FTLD3_turquoise,SLC39A14,FALSE,TRUE,TRUE,7,Frontotemporal lobar degeneration,FTLD3,turquoise
FTLD3_turquoise,SLC39A8,FALSE,TRUE,TRUE,7,Frontotemporal lobar degeneration,FTLD3,turquoise
FTLD3_turquoise,SLC40A1,FALSE,TRUE,TRUE,7,Frontotemporal lobar degeneration,FTLD3,turquoise
FTLD3_turquoise,SMAD1,FALSE,TRUE,TRUE,7,Frontotemporal lobar degeneration,FTLD3,turquoise
FTLD3_turquoise,SNCA,TRUE,TRUE,TRUE,7,Frontotemporal lobar degeneration,FTLD3,turquoise
FTLD3_turquoise,SOD1,TRUE,FALSE,FALSE,7,Frontotemporal lobar degeneration,FTLD3,turquoise
FTLD3_turquoise,SRC,FALSE,TRUE,FALSE,7,Frontotemporal lobar degeneration,FTLD3,turquoise
FTLD3_turquoise,SUMF1,TRUE,FALSE,FALSE,7,Frontotemporal lobar degeneration,FTLD3,turquoise
FTLD3_turquoise,TFAP2A,FALSE,TRUE,TRUE,7,Frontotemporal lobar degeneration,FTLD3,turquoise
FTLD3_turquoise,TP53,TRUE,FALSE,FALSE,7,Frontotemporal lobar degeneration,FTLD3,turquoise
MSA_violet,ACO1,FALSE,TRUE,TRUE,8,Multiple system atrophy,MSA,violet
MSA_violet,ATP6V1A,FALSE,TRUE,TRUE,8,Multiple system atrophy,MSA,violet
MSA_violet,BCL2,FALSE,TRUE,TRUE,8,Multiple system atrophy,MSA,violet
MSA_violet,BMP6,FALSE,TRUE,TRUE,8,Multiple system atrophy,MSA,violet
MSA_violet,CLTC,FALSE,TRUE,TRUE,8,Multiple system atrophy,MSA,violet
MSA_violet,CYP27A1,FALSE,TRUE,FALSE,8,Multiple system atrophy,MSA,violet
MSA_violet,CYP46A1,FALSE,TRUE,FALSE,8,Multiple system atrophy,MSA,violet
MSA_violet,DNAJC24,FALSE,TRUE,TRUE,8,Multiple system atrophy,MSA,violet
MSA_violet,GLRX3,FALSE,TRUE,TRUE,8,Multiple system atrophy,MSA,violet
MSA_violet,GPC1,TRUE,FALSE,FALSE,8,Multiple system atrophy,MSA,violet
MSA_violet,ISCA1,FALSE,TRUE,TRUE,8,Multiple system atrophy,MSA,violet
MSA_violet,KCNH7,FALSE,TRUE,FALSE,8,Multiple system atrophy,MSA,violet
MSA_violet,MECR,FALSE,TRUE,TRUE,8,Multiple system atrophy,MSA,violet
MSA_violet,MYC,FALSE,TRUE,TRUE,8,Multiple system atrophy,MSA,violet
MSA_violet,NEO1,FALSE,TRUE,TRUE,8,Multiple system atrophy,MSA,violet
MSA_violet,NUBPL,FALSE,TRUE,TRUE,8,Multiple system atrophy,MSA,violet
MSA_violet,PICALM,FALSE,TRUE,TRUE,8,Multiple system atrophy,MSA,violet
MSA_violet,STEAP3,FALSE,TRUE,FALSE,8,Multiple system atrophy,MSA,violet
MSA_violet,TET1,FALSE,TRUE,TRUE,8,Multiple system atrophy,MSA,violet
MSA_violet,TET2,FALSE,TRUE,TRUE,8,Multiple system atrophy,MSA,violet
MSA_violet,TFRC,FALSE,TRUE,TRUE,8,Multiple system atrophy,MSA,violet
PSP_pink,ADO,FALSE,TRUE,TRUE,9,Progressive supranuclear palsy,PSP,pink
PSP_pink,ALOX5,FALSE,TRUE,TRUE,9,Progressive supranuclear palsy,PSP,pink
PSP_pink,ATP6V1A,FALSE,TRUE,TRUE,9,Progressive supranuclear palsy,PSP,pink
PSP_pink,B2M,FALSE,TRUE,TRUE,9,Progressive supranuclear palsy,PSP,pink
PSP_pink,BCL2,FALSE,TRUE,TRUE,9,Progressive supranuclear palsy,PSP,pink
PSP_pink,CAT,FALSE,TRUE,FALSE,9,Progressive supranuclear palsy,PSP,pink
PSP_pink,CP,TRUE,TRUE,TRUE,9,Progressive supranuclear palsy,PSP,pink
PSP_pink,CYB5B,FALSE,TRUE,FALSE,9,Progressive supranuclear palsy,PSP,pink
PSP_pink,CYBRD1,FALSE,TRUE,TRUE,9,Progressive supranuclear palsy,PSP,pink
PSP_pink,CYP19A1,FALSE,TRUE,FALSE,9,Progressive supranuclear palsy,PSP,pink
PSP_pink,DAXX,TRUE,FALSE,FALSE,9,Progressive supranuclear palsy,PSP,pink
PSP_pink,FTH1,FALSE,TRUE,TRUE,9,Progressive supranuclear palsy,PSP,pink
PSP_pink,FTO,FALSE,TRUE,TRUE,9,Progressive supranuclear palsy,PSP,pink
PSP_pink,HFE,FALSE,TRUE,TRUE,9,Progressive supranuclear palsy,PSP,pink
PSP_pink,LYRM4,FALSE,TRUE,TRUE,9,Progressive supranuclear palsy,PSP,pink
PSP_pink,NDUFS2,FALSE,TRUE,TRUE,9,Progressive supranuclear palsy,PSP,pink
PSP_pink,NDUFS3,FALSE,TRUE,TRUE,9,Progressive supranuclear palsy,PSP,pink
PSP_pink,NFU1,FALSE,TRUE,TRUE,9,Progressive supranuclear palsy,PSP,pink
PSP_pink,NOX4,FALSE,TRUE,FALSE,9,Progressive supranuclear palsy,PSP,pink
PSP_pink,NUBP1,FALSE,TRUE,TRUE,9,Progressive supranuclear palsy,PSP,pink
PSP_pink,PARK7,TRUE,FALSE,FALSE,9,Progressive supranuclear palsy,PSP,pink
PSP_pink,SLC39A8,FALSE,TRUE,TRUE,9,Progressive supranuclear palsy,PSP,pink
PSP_pink,SNCA,TRUE,TRUE,TRUE,9,Progressive supranuclear palsy,PSP,pink
PSP_pink,SNCB,TRUE,FALSE,FALSE,9,Progressive supranuclear palsy,PSP,pink
PSP_pink,TMPRSS6,FALSE,TRUE,TRUE,9,Progressive supranuclear palsy,PSP,pink
PSP_pink,TP53,TRUE,FALSE,FALSE,9,Progressive supranuclear palsy,PSP,pink
