analysis_type,query_name,query_genes_n,background_genes_n,module,cohort,metal_enrichment,input_genes,custom_background_genes,query,significant,p_value,term_size,query_size,intersection_size,precision,recall,term_id,source,term_name,effective_domain_size,source_order,parents,evidence_codes,intersection,highlighted,minus_log10_FDR
Metal-enriched module,AD_ERC_greenyellow,863,14429,AD ERC greenyellow,AD_ERC,Copper,863,14429,query_1,TRUE,0.02036487980816718,4609,675,330,0.4888888888888889,0.07159904534606205,GO:0016043,GO:BP,cellular component organization,11302,4835,NA,"IDA,IDA IBA,IMP NAS,IBA IEA,ISS IBA IEA,IEA,IDA,IDA,IDA,IDA,IMP IBA,IBA,IBA,IDA ISS,IDA IEA,IMP NAS,IBA NAS IC IEA,TAS,IBA,IMP IBA,NAS IEA,IMP,ISS TAS IEA,IBA IEA,IDA IMP ISS IBA,IMP IBA NAS IEA,IBA NAS IEA,NAS IEA,IEA,IBA NAS,IDA IEA,IEA,IEA,IDA,IDA ISS IBA TAS,ISS NAS,IMP,IDA IMP IBA IEA,NAS IEA,IEA,IBA,IMP,IBA,IEA,IMP ISS IBA IEA,IDA IBA NAS IEA,IBA IEA,ISS IBA IEA,IMP,IDA IBA TAS,IMP IBA IEA,IBA,IBA IEA,ISS IEA,IDA IMP,IMP,ISS IEA,IMP,IBA IEA,NAS,IMP IBA IEA,IDA IEA,IDA,IDA,IMP ISS,NAS,IDA IMP IGI IBA IEA,IBA,IMP IBA IEA,IBA,IBA IEA,IEA,IDA,IEA,IEA,IDA IBA IEA,IMP,IEA,IDA,IDA,IMP IBA IEA,IDA IMP TAS,IMP IBA,NAS,IDA NAS,IMP IBA IEA,ISS IBA IEA,IEA,IEA,ISS IBA IEA,NAS,NAS IEA,IDA,IMP IEA,IBA TAS,NAS,IEA,IMP ISS IC,IEA,IMP IBA,IMP,ISS,IEA,IEA,IMP IBA,IBA,IBA IEA,ISS IEA,IDA,IMP IBA IEA,IMP NAS,ISS IEA,IEA,IMP,IMP,IMP IBA NAS IEA,IDA IMP IBA IEA,IBA NAS IEA,ISS IEA,IEA,IDA IMP,IEA,ISS IEA,NAS IEA,IMP IBA IEA,IDA,IDA IMP IEA,NAS IEA,IEA,IEA,IEA,IDA IEA,IEA,IEA,IEA,IBA,IMP,IDA ISS TAS,IMP ISS IEA,IMP IBA NAS,IDA IBA,IBA,IBA,IDA IEA,IEA,IBA,IBA IEA,IEA,ISS,IMP IGI ISS TAS,ISS,IEA,ISS TAS,IDA IMP IBA NAS IEA,IBA IEA,IMP,IDA IMP ISS IEA,IMP TAS IEA,ISS IBA IEA,IDA,IEA,IEA,IDA IBA IEA,ISS IEA,NAS,NAS,IMP IEA,IBA IEA,IEA,IDA HDA TAS IEA,IDA IBA TAS IEA,IMP IBA,ISS IEA,IMP,IMP IBA,IBA,IMP NAS IEA,IEA,ISS IBA IEA,IMP,IMP ISS NAS IEA,NAS,IEA,IDA IBA,IMP NAS IEA,ISS IEA,IGI ISS IEA,IEA,IPI IMP,IMP,ISS,IEA,IBA IEA,IDA IMP,IEA,ISS IEA,ISS IBA IEA,IDA IMP ISS IBA IEA,ISS TAS IEA,ISS TAS IEA,ISS IBA,IDA IMP IBA NAS IEA,IDA IMP IGI ISS IBA NAS IC IEA,IMP ISS IBA,IEA,IEA,IEA,ISS IEA,IMP IBA IEA,ISS IBA IEA,IMP,IEA,IBA,IMP,IEA,ISS IEA,ISS IEA,IDA IMP NAS IEA,IMP IEA,TAS IEA,IDA IMP IBA,IDA IMP IEA,IBA,IEA,IMP IBA IEA,IEA,ISS IBA NAS IEA,IDA IMP ISS IEA,IDA IMP ISS IBA IEA,IMP IBA,TAS,IMP IBA TAS,IDA IMP IBA,IMP,IGI,ISS IEA,NAS,IEA,IMP IBA,IEA,IMP IBA IEA,IDA IBA IEA,IDA IEA,IPI NAS,IDA IMP IEA,IBA,IEA,IBA,IBA,IEA,TAS IEA,IBA IEA,IMP IBA NAS,IDA IPI IBA IEA,TAS,IDA,ISS TAS,IEA,ISS IBA IEA,IDA IMP IBA IEA,IBA,IDA IBA,NAS,IDA,IDA IMP IEA,IBA,IDA,IDA IMP ISS IEA,IDA IMP IBA IEA,IDA IMP NAS IEA,EXP IDA IMP IGI ISS IBA TAS IEA,IDA IBA IEA,IDA IMP ISS,IMP IBA IEA,IBA NAS IEA,ISS IEA,IDA IBA,IDA IBA,IDA,IEA,EXP IDA IBA IEA,IPI IBA IEA,IMP,IMP IEA,IDA IEA,IMP IBA IEA,IEA,IBA IEA,IBA,ISS,IPI ISS IBA,IDA IBA,IDA ISS IBA IEA,ISS IBA IEA,ISS,IDA IMP,IBA IEA,IMP,IMP IEA,IDA IMP IBA TAS IEA,IMP IEA,IMP ISS IBA IEA,NAS,IEA,ISS IEA,IEA,NAS,NAS,IMP IBA IEA,IEA,IBA IEA,IDA IBA IEA,ISS IEA,IDA IMP IBA IEA,IDA IMP NAS,IMP ISS IEA,IGI IEA,ISS IBA IEA,IMP NAS IEA,ISS IBA IEA,IBA TAS,IEA,ISS IEA,IDA IMP IGI ISS IBA TAS IEA,IEA,ISS IEA,IDA IEA,IDA IMP ISS IBA IEA,IMP,ISS IEA","ABCB6,ABCE1,ACAD9,ACTL8,ADAMTS9,AGAP1,AGAP2,AGK,AKT1S1,ALDH1A2,ALMS1,AMOTL2,ANAPC7,ANG,ANTXR1,AP1M1,AP3D1,APBA1,ARHGAP24,ARHGEF10,ARID1B,ARRB2,ARSB,ATG2B,ATL1,ATP11A,ATP11B,ATP6V0A1,ATP6V1C1,ATP9B,AXIN1,B3GNT2,BANP,BCL10,BDNF,BLOC1S1,BOD1,BRD2,BRD9,BRF1,BSG,BTG2,C10ORF90,CACNG2,CAMK1D,CBX3,CCDC88C,CD47,CD63,CDC23,CDC27,CDH18,CDH8,CDYL,CENPA,CEP68,CFLAR,CHCHD4,CHD2,CLIC4,CLN5,CLP1,CLYBL,CNOT1,CNTNAP2,COL4A2,CORO1C,COTL1,COX17,COX7A2,CPLX3,CREB1,CREB3,CSNK1G2,DAB1,DAXX,DAZAP2,DHRS1,DHX37,DNAH17,DNAI2,DOCK1,DOCK7,DPF1,DPP4,DSCC1,DSP,DUSP19,DUSP2,EHMT2,EID3,EIF3B,ENO1,ERBB4,ESCO2,EXOC2,EYA4,F2R,FAM20C,FAM83H,FANCG,FAT1,FGF8,FOXF1,FOXRED1,FRYL,GAS2,GATA2,GFI1,GHITM,GJB6,GLI2,GLI3,GNAI1,GNL3,HAUS4,HDAC4,HDAC5,HES1,HEY2,HNRNPA1,IKBKE,IMPACT,ING1,IQGAP1,ITSN2,JUP,KATNAL2,KCNA4,KCNA6,KCNG4,KCNIP2,KCNJ8,KCNQ1,KCTD3,KIF17,KIF22,KIF25,KIF26A,KIFC1,KRT10,KRT27,KRT78,L3MBTL3,L3MBTL4,LETM2,LIMS2,LMTK2,LRGUK,LRP1,LRRC46,LRRK1,LTBP4,MAD1L1,MAEL,MAP2K7,MAPK15,MAPK3,MAPRE2,MAT2A,MCM2,MDC1,MDN1,MECOM,MED17,MED18,MEN1,MFSD8,MSX2,MTA2,MTRF1,MYH10,MYH6,MYLIP,MYO10,MYO15A,NCK2,NCOA3,NDEL1,NDUFA6,NEDD9,NET1,NFIA,NGF,NPHP4,NTN1,NTNG1,NUMB,NUP153,NUP62,OLFM1,OSBP,P4HA1,PACS2,PCDH17,PCGF3,PCID2,PDE4DIP,PDGFA,PDGFRA,PDLIM5,PEX19,PEX5,PHIP,PIM1,PIM3,PITPNM2,PIWIL1,PLEKHA7,PLXNA4,POGZ,PPP1CB,PPP2R5D,PRDM12,PRDM13,PRDM16,PRKCE,PRKCI,PRKCZ,PRKG1,PRMT1,PRPF31,PRPF39,PTGFRN,PTPRK,PTPRN2,PTPRO,PXDN,RAB3A,RAB43,RAB6A,RAB7A,RACGAP1,RAP1GAP,RAPGEF6,RASGRF1,RASGRP2,RBL2,REEP3,RERE,RHOU,RIMS2,RING1,RNASEK,RNF168,RNH1,RNU6ATAC,RPS27,RPS27L,RPS6KA2,RPS6KA5,RPSA,RPTOR,RUFY1,SART1,SART3,SCARB2,SCP2,SDK1,SEC16A,SEC31B,SEMA6D,SF3B4,SFRP4,SGOL1,SHROOM3,SLC1A5,SLC25A33,SLITRK5,SMARCD1,SNCA,SNRPC,SNX3,SPTBN1,SRCAP,SRF,SSBP1,STARD3NL,STAT3,STK38,STRAP,STX6,SUB1,SUGT1,SUMO1,SUPT6H,SUZ12,SVIL,SYN3,TAF4B,TAF6,TAPBPL,TBCD,TCTN1,TDRD12,TEAD1,TEKT5,THEM4,THSD4,TIMM22,TMEM138,TMEM17,TMEM97,TMSB10,TNFRSF1B,TNFRSF21,TRAPPC1,TRAPPC6B,TRIO,TRPM7,TUBB,TUBGCP5,UCP2,ULK1,UPF1,USP36,VAV2,VIM,VPS72,VTI1A,VTI1B,WNT4,WNT7B,WRN,XPO1,ZBED3,ZFYVE26,ZNF207,ZNF827,ZSCAN21",TRUE,1.6911181487404583
Metal-enriched module,AD_ERC_greenyellow,863,14429,AD ERC greenyellow,AD_ERC,Copper,863,14429,query_1,TRUE,0.02036487980816718,4739,675,338,0.5007407407407407,0.07132306393753957,GO:0071840,GO:BP,cellular component organization or biogenesis,11302,15796,NA,"IDA IEA,IDA,IDA IBA,IMP NAS,IBA IEA,ISS IBA IEA,IEA,IDA,IDA,IDA,IDA,IMP IBA,IBA,IBA,IDA ISS,IDA IEA,IMP NAS,IBA NAS IC IEA,TAS,IBA,IMP IBA,NAS IEA,IMP,ISS TAS IEA,IBA IEA,IDA IMP ISS IBA,IMP IBA NAS IEA,IBA NAS IEA,NAS IEA,IEA,IBA NAS,IDA IEA,IEA,IEA,IDA,IDA ISS IBA TAS,ISS NAS,IMP,IDA IMP IBA IEA,NAS IEA,IEA,IBA,IMP,IBA,IEA,IMP ISS IBA IEA,IDA IBA NAS IEA,IBA IEA,ISS IBA IEA,IMP,IDA IBA TAS,IMP IBA IEA,IBA,IBA IEA,ISS IEA,IDA IMP,IMP,ISS IEA,IMP,IBA IEA,IDA IEA,NAS,IMP IBA IEA,IDA IEA,IDA,IDA,IMP ISS,NAS,IDA IMP IGI IBA IEA,IBA,IMP IBA IEA,IBA,IBA IEA,IEA,IDA,IEA,IEA,IDA IBA IEA,IMP,IEA,IDA IBA,IDA,IMP IBA IEA,IDA,IDA IMP TAS,IMP IBA,NAS,IDA NAS,IMP IBA IEA,ISS IBA IEA,IEA,IEA,ISS IBA IEA,NAS,NAS IEA,IDA,IMP IEA,IBA TAS,NAS,IEA,IMP ISS IC,IEA,IMP IBA,IMP,ISS,IEA,IEA,IMP IBA,IBA,IBA IEA,ISS IEA,IDA,IMP IBA IEA,IMP NAS,ISS IEA,IEA,IMP,IMP,IMP IBA NAS IEA,IDA IMP IBA IEA,IBA NAS IEA,ISS IEA,IEA,IDA IMP,IEA,ISS IEA,NAS IEA,IMP IBA IEA,IDA,IDA IMP IEA,NAS IEA,IEA,IEA,IEA,IDA IEA,IEA,IEA,IEA,IBA,IMP,IDA ISS TAS,IMP ISS IEA,IMP IBA NAS,IDA IBA,IBA,IBA,IDA IEA,IEA,IBA,IBA IEA,IEA,ISS,IMP IGI ISS TAS,ISS,IEA,ISS TAS,IDA IMP IBA NAS IEA,IBA IEA,IMP,IDA IMP ISS IEA,IMP TAS IEA,ISS IBA IEA,IDA,IEA,IEA,IDA IBA IEA,ISS IEA,NAS,NAS,IMP IEA,IBA IEA,IEA,IDA HDA TAS IEA,IDA IBA TAS IEA,IMP IBA,ISS IEA,IMP,IMP IBA,IBA,IMP NAS IEA,IEA,ISS IBA IEA,IMP,IMP ISS NAS IEA,NAS,IEA,IDA IBA,IMP NAS IEA,ISS IEA,IGI ISS IEA,IEA,IPI IMP,IMP,ISS,IEA,IBA IEA,IDA IMP,IEA,ISS IEA,ISS IBA IEA,IDA IMP ISS IBA IEA,ISS TAS IEA,ISS TAS IEA,ISS IBA,IDA IMP IBA NAS IEA,IDA IMP IGI ISS IBA NAS IC IEA,IMP ISS IBA,IEA,IEA,IEA,ISS IEA,IMP IBA IEA,ISS IBA IEA,IMP,IEA,IBA,IMP,IEA,ISS IEA,ISS IEA,IDA IMP NAS IEA,IMP IEA,TAS IEA,IDA IMP IBA,IDA IMP IEA,IBA,IEA,IMP IBA IEA,IEA,ISS IBA NAS IEA,IDA IMP ISS IEA,IDA IMP ISS IBA IEA,IMP IBA,TAS,IMP IBA TAS,IDA IMP IBA,IMP,IGI,ISS IEA,NAS,IEA,IMP IBA,IEA,IMP IBA IEA,IDA IBA IEA,IDA IEA,IPI NAS,IDA IMP IEA,IBA,IEA,IDA IMP,IDA IMP IBA,IBA,IEA,TAS IEA,IBA IEA,IMP IBA NAS,IDA IPI IBA IEA,IBA TAS,IDA,ISS TAS,IEA,ISS IBA IEA,IDA IMP IBA IEA,IBA,IDA IBA,NAS,IDA,IDA IMP IEA,IBA,IDA,IDA IMP ISS IEA,IDA IMP IBA IEA,IDA IMP NAS IEA,EXP IDA IMP IGI ISS IBA TAS IEA,IDA IBA IEA,IDA IMP ISS,IMP IBA IEA,IBA NAS IEA,ISS IEA,IDA IBA,IDA IBA,IDA,IEA,EXP IDA IBA IEA,IPI IBA IEA,IMP,IMP IEA,IDA IEA,IMP IBA IEA,IEA,IBA IEA,IBA,ISS,IPI ISS IBA,IDA IBA,IDA ISS IBA IEA,ISS IBA IEA,ISS,IDA IMP,IBA IEA,IDA IBA TAS IEA,IMP,IMP IEA,IDA IMP IBA TAS IEA,IMP IEA,IMP ISS IBA IEA,NAS,IEA,ISS IEA,IEA,NAS,NAS,IMP IBA IEA,IEA,IBA IEA,IDA IBA IEA,ISS IEA,IDA IMP IBA IEA,IDA IMP NAS,IDA IMP ISS IEA,IEA,IGI IEA,ISS IBA IEA,IMP NAS IEA,ISS IBA IEA,IBA TAS,IEA,IDA IMP IBA IEA,IEA,ISS IEA,IDA IMP IGI ISS IBA TAS IEA,IMP IBA IEA,ISS IEA,IDA IEA,IDA IMP ISS IBA IEA,IMP,ISS IEA","AATF,ABCB6,ABCE1,ACAD9,ACTL8,ADAMTS9,AGAP1,AGAP2,AGK,AKT1S1,ALDH1A2,ALMS1,AMOTL2,ANAPC7,ANG,ANTXR1,AP1M1,AP3D1,APBA1,ARHGAP24,ARHGEF10,ARID1B,ARRB2,ARSB,ATG2B,ATL1,ATP11A,ATP11B,ATP6V0A1,ATP6V1C1,ATP9B,AXIN1,B3GNT2,BANP,BCL10,BDNF,BLOC1S1,BOD1,BRD2,BRD9,BRF1,BSG,BTG2,C10ORF90,CACNG2,CAMK1D,CBX3,CCDC88C,CD47,CD63,CDC23,CDC27,CDH18,CDH8,CDYL,CENPA,CEP68,CFLAR,CHCHD4,CHD2,CINP,CLIC4,CLN5,CLP1,CLYBL,CNOT1,CNTNAP2,COL4A2,CORO1C,COTL1,COX17,COX7A2,CPLX3,CREB1,CREB3,CSNK1G2,DAB1,DAXX,DAZAP2,DHRS1,DHX37,DNAH17,DNAI2,DNTTIP2,DOCK1,DOCK7,DPF1,DPP4,DSCC1,DSP,DUSP19,DUSP2,EHMT2,EID3,EIF3B,ENO1,ERBB4,ESCO2,EXOC2,EYA4,F2R,FAM20C,FAM83H,FANCG,FAT1,FGF8,FOXF1,FOXRED1,FRYL,GAS2,GATA2,GFI1,GHITM,GJB6,GLI2,GLI3,GNAI1,GNL3,HAUS4,HDAC4,HDAC5,HES1,HEY2,HNRNPA1,IKBKE,IMPACT,ING1,IQGAP1,ITSN2,JUP,KATNAL2,KCNA4,KCNA6,KCNG4,KCNIP2,KCNJ8,KCNQ1,KCTD3,KIF17,KIF22,KIF25,KIF26A,KIFC1,KRT10,KRT27,KRT78,L3MBTL3,L3MBTL4,LETM2,LIMS2,LMTK2,LRGUK,LRP1,LRRC46,LRRK1,LTBP4,MAD1L1,MAEL,MAP2K7,MAPK15,MAPK3,MAPRE2,MAT2A,MCM2,MDC1,MDN1,MECOM,MED17,MED18,MEN1,MFSD8,MSX2,MTA2,MTRF1,MYH10,MYH6,MYLIP,MYO10,MYO15A,NCK2,NCOA3,NDEL1,NDUFA6,NEDD9,NET1,NFIA,NGF,NPHP4,NTN1,NTNG1,NUMB,NUP153,NUP62,OLFM1,OSBP,P4HA1,PACS2,PCDH17,PCGF3,PCID2,PDE4DIP,PDGFA,PDGFRA,PDLIM5,PEX19,PEX5,PHIP,PIM1,PIM3,PITPNM2,PIWIL1,PLEKHA7,PLXNA4,POGZ,PPP1CB,PPP2R5D,PRDM12,PRDM13,PRDM16,PRKCE,PRKCI,PRKCZ,PRKG1,PRMT1,PRPF31,PRPF39,PTGFRN,PTPRK,PTPRN2,PTPRO,PXDN,RAB3A,RAB43,RAB6A,RAB7A,RACGAP1,RAP1GAP,RAPGEF6,RASGRF1,RASGRP2,RBL2,REEP3,RERE,RHOU,RIMS2,RING1,RNASEK,RNF168,RNH1,RNU6ATAC,RPS24,RPS27,RPS27L,RPS6KA2,RPS6KA5,RPSA,RPTOR,RUFY1,SART1,SART3,SCARB2,SCP2,SDK1,SEC16A,SEC31B,SEMA6D,SF3B4,SFRP4,SGOL1,SHROOM3,SLC1A5,SLC25A33,SLITRK5,SMARCD1,SNCA,SNRPC,SNX3,SPTBN1,SRCAP,SRF,SSBP1,STARD3NL,STAT3,STK38,STRAP,STX6,SUB1,SUGT1,SUMO1,SUPT6H,SUZ12,SVIL,SYN3,TAF4B,TAF6,TAPBPL,TBCD,TCTN1,TDRD12,TEAD1,TEKT5,TFB1M,THEM4,THSD4,TIMM22,TMEM138,TMEM17,TMEM97,TMSB10,TNFRSF1B,TNFRSF21,TRAPPC1,TRAPPC6B,TRIO,TRPM7,TUBB,TUBGCP5,UCP2,ULK1,UPF1,USP36,UTP23,VAV2,VIM,VPS72,VTI1A,VTI1B,WBP11,WDR75,WNT4,WNT7B,WRN,XPO1,ZBED3,ZFYVE26,ZNF207,ZNF827,ZSCAN21",FALSE,1.6911181487404583
Metal-enriched module,AD_ERC_darkred,1823,14429,AD ERC darkred,AD_ERC,Broad iron,1823,14429,query_1,TRUE,3.6649958843876e-9,1893,1445,341,0.23598615916955015,0.18013734812466983,GO:0007399,GO:BP,nervous system development,11302,2762,NA,"IEA,IMP,NAS,TAS,IDA,ISS IBA IEA,ISS IEA,IEA,IMP,ISS,TAS,IBA,ISS IBA TAS IEA,IEA,IMP,IEA,IEA,ISS IEA,IBA IEA,IEA,IEA,IEA,ISS IBA,ISS,IEA,ISS IEA,IEA,TAS IEA,IDA,IEA,IEA,IEA,IDA ISS IBA TAS,ISS,IDA ISS TAS IEA,IEA,ISS IBA IEA,IEA,IBA,HEP,IMP ISS IBA IEA,IMP,IMP ISS TAS IEA,IBA,ISS IEA,IEA,IEA,ISS IBA IEA,IBA IEA,IEA,IBA IEA,ISS IEA,IEA,TAS,ISS,IEA,IBA IEA,IEP ISS TAS NAS,IEA,IEA,IEA,IBA,IEA,IMP ISS,ISS,ISS IEA,IBA IEA,IMP IBA IEA,TAS,ISS IBA IEA,ISS IEA,IEA,IBA TAS IEA,IEA,IBA IEA,ISS IEA,IEA,ISS IEA,ISS IEA,TAS IEA,IEA,IEP NAS IEA,IEA,ISS IBA IEA,IEA,ISS IEA,IMP TAS IEA,IDA ISS IBA TAS IEA,ISS TAS IEA,IDA IBA IEA,IEA,ISS IEA,IMP,ISS,IEP ISS IBA IEA,IBA,IBA IEA,ISS IBA IEA,TAS IEA,IEA,IEA,ISS IEA,ISS IEA,IDA ISS,TAS,IBA TAS,IBA TAS,IBA TAS,IBA,IBA TAS IEA,HEP IBA,IMP TAS IEA,ISS IEA,IEA,ISS IEA,TAS IEA,TAS IEA,TAS IEA,IEA,IDA IEA,IDA,IEA,IDA ISS IBA TAS IEA,ISS IEA,IEA,ISS,IEA,IEA,IBA,IBA IEA,IEA,IBA IEA,TAS,IEA,IBA,IEA,IEA,IEA,ISS IEA,IMP,IEA,ISS IBA,IBA,IGI ISS TAS IEA,ISS IEA,ISS,IBA,IBA,IBA IEA,ISS IBA IEA,IEA,TAS,IEA,ISS IEA,ISS IEA,IBA,ISS IEA,IBA IEA,IEA,ISS IBA IEA,IEA,ISS IBA IEA,IBA,ISS TAS IEA,ISS IEA,ISS IBA,IEA,IEA,IEA,ISS,ISS IBA TAS,ISS IBA IEA,IBA IEA,ISS,IEA,ISS IEA,IMP IBA TAS IEA,IBA,IBA,IDA IMP IBA TAS NAS,IBA IEA,HEP IBA TAS IEA,IEP ISS TAS IEA,IBA,IBA,ISS IEA,IEA,IMP IBA,IBA,IDA TAS,ISS IEA,ISS IEA,ISS IC IEA,ISS IEA,IEA,IBA IEA,IEA,IEA,IEA,ISS IEA,IMP,IDA IBA,IEA,IEA,TAS,IEA,ISS TAS NAS IEA,ISS IEA,TAS,IEA,IBA IEA,ISS IBA TAS IEA,IEA,ISS IBA TAS NAS IEA,IGI ISS TAS NAS IEA,ISS IEA,TAS IEA,TAS,ISS IEA,IBA IEA,IMP IEA,TAS,IBA IEA,TAS IEA,IBA,TAS IEA,TAS IEA,TAS IEA,IEA,ISS,ISS IEA,IEA,IEA,TAS,IEP,ISS IBA IEA,IBA,IBA TAS IEA,IEA,IBA IEA,IDA IMP IEA,IEA,IEA,IEP ISS IEA,IMP ISS IEA,ISS IEA,TAS,IMP IEA,IEA,IBA,ISS IBA TAS IEA,IDA IMP,IBA IEA,IEA,ISS IEA,IEA,IEA,ISS IEA,ISS,IDA ISS TAS IEA,ISS IBA NAS IEA,IEA,ISS IEA,IEP IBA,IBA,IBA TAS,IBA,IBA,ISS,IEA,IBA IEA,ISS IBA IEA,IEA,IBA NAS IEA,IDA IBA IEA,IDA IEA,IMP,IBA IEA,IBA IEA,IEA,ISS TAS,ISS,TAS IEA,ISS IEA,IGI ISS,IMP IEA,IEA,IMP IEA,IEA,IEA,IEA,ISS IEA,IDA IMP ISS NAS IEA,IDA IMP IBA IEA,IEA,IDA IEA,ISS,IDA IMP,IEA,ISS IEA,ISS IEA,ISS IBA IEA,ISS,IMP,IEA,TAS,NAS,IDA ISS IEA,IEA,IBA IEA,ISS IEA,IBA,IBA,IMP,IEA,IEA,ISS IBA IEA,IEA,IEA,IEA,IMP IBA IEA,IEA,IDA IBA IEA,IBA,IEA,IMP IEA,IMP IBA,HEP IC,IEA,IBA IEA,IMP,IMP,IEA,IBA IEA,IMP ISS IBA,IEA,HEP,ISS IEA,IEA,IMP,ISS","ACAP3,ACER3,ACSBG1,ADORA1,ADRA2B,AKNA,AKT1,ALDH1A3,ALDH5A1,ANKS1A,APBA1,APC2,APLP1,ARHGAP12,ARHGEF10,ARHGEF7,ARID1B,ARL3,ASTN2,ATM,ATOH8,ATP2B4,ATXN1,AUTS2,B4GALNT1,B4GALT6,BAHCC1,BAIAP2,BCCIP,BCL11B,BCL2,BCL6,BDNF,BLOC1S2,BMP7,BNIP3,BRSK2,C2CD3,CABLES1,CALM2,CAMK1D,CAMK2A,CAMK2B,CASZ1,CBLN4,CC2D2A,CCND1,CDH2,CDH23,CDK20,CDON,CELSR2,CHL1,CHRM2,CHRNB2,CLDN1,CLSTN1,CNTNAP2,COL2A1,COLQ,CRK,CRTAC1,CSMD2,CTNNA2,CUX1,CUX2,CXCL12,CYFIP1,CYP46A1,DAB1,DAB2IP,DBNDD2,DCC,DCLK2,DDR1,DEAF1,DGKG,DHX30,DHX36,DLX5,DMRTA2,DNER,DOCK4,DPF1,DPF3,DPYSL3,DPYSL5,DSCAM,EDNRB,EFNB2,EHMT2,EIF2AK4,EIF2B3,EPB41L3,EPHA5,EPHA6,ERBB2,ERBB4,ETV1,ETV5,EXT1,FARP1,FBXL17,FBXW8,FEZ2,FGF11,FGF14,FGF17,FGF18,FGF20,FGF9,FGFR1,FIGNL2,FLOT1,FLRT1,FOXG1,FYN,FZD9,GABRB1,GABRB2,GAK,GDF7,GDNF,GLI2,GLI3,GPC1,GPR17,GPR37L1,GSN,GSX1,GSX2,HAPLN2,HDAC4,HERC2,HEY1,HIPK2,HOXA3,HOXC8,HOXD3,HS6ST1,HYDIN,ID2,IGF2BP3,IL1B,IL34,IQSEC1,IRX1,IRX2,IRX3,ISLR2,ITGB4,JARID2,KCNA2,KDM2B,KDM4B,KIAA1755,KIDINS220,KIF5C,KLF4,KNDC1,KRAS,LDB1,LDB2,LIMK1,LMO4,LMX1B,LNX1,LRFN1,LRIG1,LRP1,LRP6,LRP8,LRRC4,LRTOMT,LTA,MAGI2,MAP1B,MAP4,MAP4K4,MAPT,MARCKS,MBP,MEF2C,MEIS2,MERTK,MICALL2,MNAT1,MPZ,MSI2,MT3,MTHFD1L,MXRA8,MYO7A,MYT1L,NAB1,NAV1,NAV2,NCOR2,NCSTN,NDUFS2,NDUFS4,NEDD4L,NEU4,NIN,NINJ1,NKX6-1,NLGN2,NOTCH1,NPAS2,NPR2,NR2F2,NR4A2,NRG3,NRP2,NRXN1,NRXN2,NRXN3,NTM,NTNG2,NTRK3,OBSL1,OPCML,PALM,PARK2,PAX7,PCDHA7,PCDHB14,PCDHB9,PCDHGA4,PER2,PEX13,PEX5,PFKFB3,PITPNM1,PKD1,PLXNB1,PLXNC1,PMP22,PRDM6,PRDM8,PRKCI,PRKCZ,PRKDC,PROX1,PTCH1,PTEN,PTK2,PTK2B,PTPRF,PTPRU,PTPRZ1,RAB7L1,RB1,RFX4,RFX6,RHEB,RNF220,RNF6,RNF7,ROBO1,ROBO3,ROR1,RORA,RTN1,RTN2,RUNX3,RXRA,RXRG,SAMD11,SCRT2,SDCCAG8,SDK1,SECISBP2,SEMA6A,SEMA6D,SERPINE2,SETD1A,SEZ6,SEZ6L2,SFRP2,SH3GL2,SHANK2,SIM1,SIN3A,SKI,SKIL,SLC1A2,SLC2A1,SLC38A8,SLC6A3,SLC7A11,SLC8A3,SLIT1,SLITRK3,SMARCA4,SMURF1,SNW1,SNX27,SOCS2,SORL1,SOX13,SOX9,SPEF2,SPEN,SPG20,SPG7,SPOCK2,SRGAP2,SSTR1,STMN1,SULF1,TACC1,TACC2,TBCD,TBX3,TCF12,TFAP2B,THBS2,THRB,TMC1,TMEM106B,TMEM41B,TNIK,TNXB,TRA2B,TRAPPC9,TRIO,TTBK1,TTC36,TUBB2A,TUBGCP2,UGDH,UST,VAX1,WNT11,XRCC2,YWHAQ,ZBTB16,ZFP36L1,ZMIZ1,ZNF358",TRUE,8.435926508714193
