gene_symbol,log2_fold_change,nominal_p,adjusted_p
HSD11B2,1.1078737810040793,2.011414074571074e-4,0.004765368503095876
CHRM1,-0.5809670771531419,2.019428658757624e-4,0.004772907547713964
PTGFRN,-0.2769054300158711,2.0203507177270902e-4,0.004772907547713964
MMP14,0.9121929468241996,2.0368303512288406e-4,0.004806414439861427
NIPAL2,-0.5926910542083252,2.04155038483443e-4,0.00481212737668575
EMILIN1,0.6889883917015691,2.0479036627682915e-4,0.00481854134709464
FAM181A-AS1,0.5926023506486708,2.048875734037662e-4,0.00481854134709464
C12ORF43,-0.2522034200247236,2.0521365577905e-4,0.0048207935231327674
FKBP10,0.5363537485230045,2.0635504047298892e-4,0.004842171919439609
U2AF2,0.24850618984846218,2.073231665687851e-4,0.004851436620131487
LRRC73,-0.4652784472824085,2.0749972581644854e-4,0.004851436620131487
PPM1L,-0.3167762559435907,2.0828229308364078e-4,0.004857812188968489
F7,-0.7608799386625766,2.0852088137402695e-4,0.004857812188968489
BRI3,0.3400575452132557,2.0886307958569106e-4,0.004857812188968489
SERPINF2,0.6516850986461796,2.0929171650466497e-4,0.004857812188968489
WDFY2,0.3357401768286463,2.0939908306766354e-4,0.004857812188968489
SMIM32,-1.146025705992992,2.0942385966426984e-4,0.004857812188968489
RGS4,-0.9428509491858028,2.0957452614010538e-4,0.004857812188968489
HERC1,-0.2584254594719315,2.117764633205655e-4,0.004903421630268536
EXOC6,-0.3037216012781645,2.1259031910644314e-4,0.004909360127289455
NCF4,0.8879329551868687,2.1273659335203934e-4,0.004909360127289455
CXCL8,1.550955282488526,2.12991924163854e-4,0.004909839168142763
DDX10,-0.2173140741159627,2.1385595478774468e-4,0.0049243333219607084
HABP4,-0.3577362612734927,2.1469313825954057e-4,0.004932463041208744
FAT3,-0.4426999168004171,2.1512043118920122e-4,0.004932463041208744
ADCYAP1R1,0.42701623911715814,2.1550561589630128e-4,0.004932463041208744
GRHPR,0.2415999553961532,2.156551275273291e-4,0.004932463041208744
RSU1P3,0.4925180619050148,2.1569336120211022e-4,0.004932463041208744
KCNN3,0.5617821780745613,2.158585899262916e-4,0.004932463041208744
CAPRIN2,-0.28202826681607895,2.1652879793578655e-4,0.004935192721875113
SUPV3L1,-0.2489242262942657,2.1675557089884424e-4,0.004935192721875113
LAS1L,-0.26236636246852907,2.1703641192954236e-4,0.004935192721875113
SPARC,0.7498727463025254,2.1708031328926836e-4,0.004935192721875113
CMTM6,0.3835638435794193,2.1715696798275185e-4,0.004935192721875113
SIPA1L2,-0.2734645475554185,2.179000905703139e-4,0.0049424643308116755
LINC00548,0.629017930603847,2.1796383109144835e-4,0.0049424643308116755
VEZT,-0.22412375291494158,2.183916090671556e-4,0.0049424643308116755
BRINP2,-0.3649725818320251,2.1842145649996655e-4,0.0049424643308116755
FHIP1B,-0.22733077712435623,2.193258661664064e-4,0.004949120253753902
TNFRSF11B,1.0504597761352479,2.1957451288955577e-4,0.004949120253753902
ZNF438,0.27931711041746343,2.1966139772286922e-4,0.004949120253753902
STX1B,-0.5125209644706903,2.2010122541700925e-4,0.004953697579788624
PLPP1,0.34163822494114715,2.220879194827933e-4,0.0049834193614015755
CABLES2,-0.24530438833667478,2.221455605927803e-4,0.0049834193614015755
ADGRA1,-0.47183634552541065,2.22328314351252e-4,0.0049834193614015755
CBX7,-0.21260010330865153,2.2237416671678717e-4,0.0049834193614015755
ANXA2,1.1027467916470775,2.232747128768654e-4,0.004992809969780377
BCAS4,-0.3518659919918701,2.2347531516462966e-4,0.004992809969780377
RIMS3,-0.498270701064933,2.2350881189069863e-4,0.004992809969780377
LUCAT1,1.1527507656382374,2.244754249988725e-4,0.005003722173217678
SWAP70,0.3514017478807654,2.2546525653416722e-4,0.005010739368138049
EPOR,0.41149389708186046,2.2557085870813116e-4,0.005010739368138049
PROCA1,0.4525646564461683,2.2561052946086312e-4,0.005010739368138049
IST1,0.17640480649146273,2.2574780106799389e-4,0.005010739368138049
GRAMD2B,0.5724535684227732,2.264874257959223e-4,0.005021830836159374
PPP2R2B,-0.31446828697548934,2.269607174084908e-4,0.005026999763044573
GAP43,-0.6151309585105107,2.2779110917578354e-4,0.005036517967667065
ANKRD33B,-0.3933608662999424,2.2787169821703265e-4,0.005036517967667065
MYOCD,1.311709194275898,2.282802018915196e-4,0.00504022458416814
HNRNPH1,0.23147110877308652,2.2888693322009837e-4,0.0050430986476653426
SLC12A4,0.5547185834154345,2.2889225145870124e-4,0.0050430986476653426
NPTXR,-0.49367086948489813,2.3035537593920366e-4,0.0050699982899931354
EMILIN3,-0.6475699749936181,2.3172079723447972e-4,0.005084382895978828
SLC25A1,0.4083009412592471,2.320967332850023e-4,0.005084382895978828
AP4S1,-0.2892939880685961,2.3246090720524987e-4,0.005084382895978828
MIR3648-2,0.8879694576998034,2.3246641017876538e-4,0.005084382895978828
MIR3648-1,0.8879694576998034,2.3246641017876538e-4,0.005084382895978828
NICN1,-0.286946627128148,2.3301701752983215e-4,0.005086648904779393
TENT5B,1.1173741437926008,2.3325023792351707e-4,0.005086648904779393
H2AC4,0.848635621849898,2.332990754664477e-4,0.005086648904779393
CD44,1.285803031230203,2.336509287349313e-4,0.005089019343757385
MECR,-0.2670043274337748,2.352182253583846e-4,0.0051178302234681375
DCAF16,-0.3045764166351139,2.3588751410639363e-4,0.005127062884486942
GNG4,-0.468788652618501,2.3674809523791077e-4,0.0051404298562497
RBFOX2,-0.3544889781919913,2.372499586219843e-4,0.005145988480742749
FAM81B,1.8178062496298897,2.3871944659784508e-4,0.005170746255324973
MATN2,0.5704905057808167,2.389822987434796e-4,0.005170746255324973
PRICKLE3,0.5384975259263824,2.3913250084346542e-4,0.005170746255324973
SLA,0.7919660350012898,2.4006758328760832e-4,0.005178663838051512
CHAF1A,-0.3702668562510696,2.4013739070205938e-4,0.005178663838051512
PCDH18,0.5888177177237921,2.403400938779902e-4,0.005178663838051512
BCDIN3D-AS1,-0.43052960850280586,2.40488330733652e-4,0.005178663838051512
MAS1,-0.9206579527885879,2.4135349389318024e-4,0.005191952703677447
PRDM16,0.48155560616202564,2.448671382125013e-4,0.005262129435242161
TNFRSF10D,0.9650022473674951,2.452407397336483e-4,0.005264752741912813
CACNB3,-0.400991751137739,2.466294361410399e-4,0.005289140090028797
AGAP2-AS1,0.6781306400682245,2.475693024754303e-4,0.005294886259150237
SEM1,0.22503096306808734,2.4795242790470577e-4,0.005294886259150237
MEG9,-0.58723764610506,2.479790900196899e-4,0.005294886259150237
BAMBI,0.6062356514297482,2.4831272748128674e-4,0.005294886259150237
MVB12A,0.4049040848114598,2.483701842645559e-4,0.005294886259150237
NEUROD6,-1.0194264624678442,2.485617941945599e-4,0.005294886259150237
PROK2,1.3895828357618298,2.4866815693204734e-4,0.005294886259150237
ARHGEF11,-0.23703197989238323,2.4961529872027764e-4,0.005305551296680751
RNMT,-0.32651329107423344,2.496759842927017e-4,0.005305551296680751
BNC2,1.341817882766572,2.510940831078982e-4,0.005325420757558816
DLEC1,0.9399560144700665,2.515503311645628e-4,0.005325420757558816
GJA5,1.1524426806525345,2.515749036030624e-4,0.005325420757558816
PNMA8B,-0.4793378868433633,2.516287386759194e-4,0.005325420757558816
RAB9A,0.3276853102193491,2.519749954656729e-4,0.005327362252618181
LINC02024,0.4770752373004177,2.5327651634117043e-4,0.00533709600028194
CGREF1,-0.425138465856993,2.533654700271136e-4,0.00533709600028194
LINC01819,1.3085846789613462,2.5345532579811036e-4,0.00533709600028194
NEBL,0.3333458452613076,2.5426809689341943e-4,0.005340236809677192
NEAT1,0.849573083579866,2.5445910085305004e-4,0.005340236809677192
CFAP92,-0.453564227548765,2.546417887355698e-4,0.005340236809677192
A2ML1,0.9023097062903402,2.5507896112567097e-4,0.005340236809677192
CXXC4-AS1,-0.7971813460099382,2.551352926127367e-4,0.005340236809677192
PTTG1IP,0.5043995384068927,2.5623939045246486e-4,0.005357988692867674
GMNN,0.5104684967939959,2.571735570815028e-4,0.005367426645513206
FAM107A,0.5098535792748322,2.5720361786105514e-4,0.005367426645513206
VWA7,-0.6051965769678076,2.582724234730665e-4,0.0053829311414999095
CLEC2L,-0.6451769699029248,2.5857956955919396e-4,0.0053829311414999095
MAML2,0.4936853456193715,2.587181084682485e-4,0.0053829311414999095
PLCB1,-0.49864614427276965,2.589825664120926e-4,0.005383082519931987
SLPI,2.4051827817196356,2.5954966651883755e-4,0.005389517926493838
NPPA,-0.7570792639283914,2.6075636717538077e-4,0.005407781820937642
DCTN1-AS1,-0.6080404409352264,2.609459480744837e-4,0.005407781820937642
ENTPD2,0.8875931282257046,2.6146621835138577e-4,0.0054087622968944735
DEPDC5,-0.20860565612512438,2.6151007808787e-4,0.0054087622968944735
PAK1,-0.6511896972165458,2.620509604422134e-4,0.0054145988677354075
IRGQ,-0.23359218819285665,2.624801329861741e-4,0.005418118011374369
NKAPD1,-0.16104498065409212,2.652777756372684e-4,0.00547047204124499
S100A9,1.7381696447048935,2.6695439887109617e-4,0.005494220769686247
CFAP126,1.4810730462245174,2.683595156274696e-4,0.005511199233588043
TTC5,-0.2122974289477524,2.6871372931237754e-4,0.005511199233588043
IGSF5,0.5646663340282998,2.688325649750796e-4,0.005511199233588043
RNF135,0.6204846847754002,2.693724118551187e-4,0.005515142289714391
FBXL2,-0.4661681141455474,2.6955188774438975e-4,0.005515142289714391
NRCAM,-0.2630584291392726,2.711237957059507e-4,0.005541886882735599
NPC2,0.5609091949529184,2.7188747029941324e-4,0.005552074771548311
PARVG,0.9374651929561577,2.755750134463824e-4,0.005621891429284825
TNIP2,0.4433356129316861,2.771070234680251e-4,0.005647640806435476
LZTS1,-0.4529651325946471,2.7779896966906265e-4,0.005651061511168287
H2BC11,0.689872508819674,2.780716140980123e-4,0.005651061511168287
FARSB,-0.4041604181965748,2.780848194784452e-4,0.005651061511168287
PSME3IP1,-0.1865915585746727,2.78366471339728e-4,0.005651298362378124
SLC9A3,-0.2988373646464675,2.7909476812765574e-4,0.005660593596589111
CICP27,-1.3162874691172046,2.805064474850996e-4,0.005672067375530556
SCNN1G,0.8670682973349155,2.808443912404274e-4,0.005672067375530556
DUSP1,0.9093081800453531,2.8092785474407444e-4,0.005672067375530556
SH2D5,-0.5776494769555072,2.809704812646913e-4,0.005672067375530556
IL12RB2,-0.6338358968449707,2.810154253702731e-4,0.005672067375530556
NRIP1,-0.19597952445150835,2.8258491253313093e-4,0.005698251256484551
TUBA1B,-0.5236890667102712,2.856004308204764e-4,0.005742461688283758
NTNG1,-0.4809483822445415,2.873996841058136e-4,0.005773092886774265
OPN3,-0.5450569049819021,2.8837998170941614e-4,0.005787230486250996
AKAP6,-0.40113953206004727,2.8934267845155605e-4,0.005795436940353608
NDEL1,-0.2582403573355263,2.9001810057955777e-4,0.0058034119151345355
SMOX,0.46679542927029427,2.907387926733887e-4,0.00581147468320369
CARHSP1,0.5224491948901129,2.9097632545016804e-4,0.00581147468320369
FGF13,-0.606141554067797,2.9214661782793927e-4,0.005819386901219016
ZNF324B,-0.20557952209089336,2.925025747623482e-4,0.005819386901219016
TRANK1,-0.49537424587663637,2.92644719500093e-4,0.005819386901219016
TULP4,-0.31532796362287563,2.926493748377188e-4,0.005819386901219016
SLC3A2,0.32836024430665844,2.9276262037091513e-4,0.005819386901219016
ARHGEF9,-0.43081747755314836,2.938424835083905e-4,0.0058353102678502106
NYNRIN,0.4777085496205622,2.951133338037784e-4,0.005854992597011267
NALCN,-0.25174401345891884,2.9839979101266284e-4,0.005903408341858266
SHISAL1,-0.5194152448154004,2.9996978382597036e-4,0.005918680766069145
PXN,0.49420451184297143,3.0002007991970585e-4,0.005918680766069145
CD163,1.6867443955576633,3.014830935218305e-4,0.005941942213281952
MOB1A,0.35296405728253877,3.021780733753727e-4,0.005950036927394098
MAPKAPK2,0.4390840035237522,3.030056049458495e-4,0.00596072398225712
ZBTB5,0.20265190697352597,3.040596301099348e-4,0.005970236508284282
YEATS2,-0.18624451756328675,3.050194646918534e-4,0.00598346993014544
CLU,0.4411393991138528,3.0604594206048145e-4,0.005997984656617919
PLEKHH3,0.34012738892893424,3.0864911016503294e-4,0.006037695817630191
ACTL6A,0.4687295133890248,3.089918864023699e-4,0.006038757398961723
ZDHHC23,-0.6509163567339213,3.103701566625859e-4,0.006054531292424022
MT1H,1.843219399179825,3.1087129630048507e-4,0.006054531292424022
DYRK3,0.4855778523850751,3.1119588242873035e-4,0.006054531292424022
IL17RB,0.8607682557396168,3.1129016172002397e-4,0.006054531292424022
PKMYT1,-0.41010149778023086,3.113243005990392e-4,0.006054531292424022
REEP4,0.5074149308022564,3.116586502368644e-4,0.006054531292424022
BCL6,0.48041221163131986,3.118238370471117e-4,0.006054531292424022
SNRPG,0.3066087069161365,3.1380779843978525e-4,0.0060874059584273815
STXBP1,-0.5132875721595536,3.154802690804428e-4,0.006102881842810997
LINC01250,-0.6910424323109872,3.1548029974303663e-4,0.006102881842810997
PELI2,0.36113697697672187,3.1581852831730564e-4,0.006103783579140835
TEDC2,-0.4860100829728671,3.1647518725419824e-4,0.006108121516456206
LFNG,0.5111390048616862,3.167056941756078e-4,0.006108121516456206
PDCD7,-0.1742646524181497,3.1692158229699313e-4,0.006108121516456206
CMTM3,0.7095030162307716,3.17513171119061e-4,0.006108334728578186
COL1A2,1.3219347414587128,3.1917499075482934e-4,0.006134666420100398
SCIRT,-0.9940407401528315,3.2008424805356916e-4,0.006146498528448859
RTL5,-0.2233198524290847,3.233587301226035e-4,0.006192753534507243
CXCL1,1.3133987415380286,3.2364457088162376e-4,0.006192753534507243
ARL6IP6,0.392936229225203,3.236550146667536e-4,0.006192753534507243
DNAI4,0.30557929494102476,3.236764782738963e-4,0.006192753534507243
DGAT2,-0.46335458039137634,3.2503225269903173e-4,0.006213013772825053
TLNRD1,-0.2646776459158673,3.2655378134664655e-4,0.006236402552341842
BMP1,0.41968355257744516,3.2695198769677785e-4,0.00623831545531564
TBX15,1.0751836775044454,3.2737750792038886e-4,0.006240745553990582
SYNC,0.4686893971242201,3.2850567714263465e-4,0.00625655352891036
ZNF91,-0.29009057705464425,3.2999683081677436e-4,0.0062729712765002945
NRG4,-0.885316325872877,3.302667978932361e-4,0.0062729712765002945
RREB1,0.5502767225925531,3.324599292294875e-4,0.006299303729642609
RPS15AP30,0.9838339330887713,3.32682662665671e-4,0.006299303729642609
ZNF423,0.43423468018131217,3.3285700277027976e-4,0.006299303729642609
PRKACA,-0.24013031440469668,3.3325247881057287e-4,0.006301090906941374
CA8,0.33039310368106056,3.370335363011668e-4,0.006355359412900651
ATG16L1,-0.23645198641410525,3.3855602793763224e-4,0.006373376729838293
AGPAT1,-0.24129069007437387,3.4019918486922574e-4,0.0063948637748749895
GAREM2,0.7114296132370574,3.4045560798933567e-4,0.0063948637748749895
MEAF6,-0.2973558693385532,3.406561133718223e-4,0.0063948637748749895
ENSA,-0.2785799073835111,3.4184862795569814e-4,0.006411499670018564
TMEM35B,0.5576584532369062,3.4277663158576864e-4,0.006419005186370305
TUBB6,0.8917551146359477,3.428621565315561e-4,0.006419005186370305
OSBPL10,-0.4433916326226033,3.4362527326254423e-4,0.0064230821721258146
CD180,1.0353925316969539,3.4379162407714166e-4,0.0064230821721258146
ARMCX4,-0.2747643414314256,3.4400053102828527e-4,0.0064230821721258146
FMO2,0.9500484625112966,3.446575108775258e-4,0.006429613511744646
GPALPP1,-0.22121948730306862,3.453612011237404e-4,0.006437003829671425
SPEF1,-0.5367109780467239,3.457988165236987e-4,0.006439426182079661
RPL7AP6,0.4435089583134073,3.4630508562488114e-4,0.006443121553079456
PDGFRB,0.49260776817206775,3.47806817412095e-4,0.006459578079194819
CIDECP1,-0.2782803307803916,3.488022967922856e-4,0.006466777628603507
PARG,-0.23328819882300955,3.4881238080805305e-4,0.006466777628603507
RRM2,-1.0269000390790142,3.4961755439712883e-4,0.006475969054058677
ECHDC3,0.9755012349810155,3.4997994976528946e-4,0.006476949892605902
INSRR,2.8778361348200083,3.510781070798919e-4,0.006491533444601782
ZNF860,-0.728585134609188,3.519314685996429e-4,0.006496886693895553
TLN1,0.4925729754136636,3.519884148333838e-4,0.006496886693895553
ELF1,0.48943358589421404,3.5272805859594116e-4,0.006504802638301009
DDN,-0.5579118106274521,3.5355309892651004e-4,0.006514278092984843
FOXD2,1.6963154480869078,3.5570138981418445e-4,0.006548096561302281
MAF,0.5460632885531966,3.570898758694613e-4,0.006563038668442141
NOCT,-0.4451375956628052,3.574537328376112e-4,0.006563038668442141
FAM89A,0.6774871272110494,3.6070178580512215e-4,0.0066095136921031595
CFI,0.9820450480330631,3.610592997439426e-4,0.0066095136921031595
HSPBP1,-0.2908016604396524,3.610852938531539e-4,0.0066095136921031595
C7ORF57,1.660187876613751,3.612480848390433e-4,0.0066095136921031595
TAMALIN,-0.5062774041274363,3.6232812481808266e-4,0.006623406425589556
TRIP6,0.5736564869478133,3.6264028301206974e-4,0.006623406425589556
RASGRF1,-0.6272773484383882,3.6307458123581475e-4,0.006625557157669432
FAM181A,0.676788462147992,3.6486650436703657e-4,0.006649204591585169
IER3,0.9145537051596042,3.65227988011608e-4,0.006649204591585169
MYOF,0.8082390644107358,3.653234570886696e-4,0.006649204591585169
NIBAN1,1.0276869069053314,3.673050527726168e-4,0.0066631794395284475
SLC22A2,2.624427274986851,3.6738707900918716e-4,0.0066631794395284475
RTBDN,-0.5312765509129828,3.6741518280635307e-4,0.0066631794395284475
CBFB,0.36497259331947074,3.676829703623982e-4,0.0066631794395284475
TCF7,0.5701902614540075,3.687162316795504e-4,0.006674223205717138
NUAK1,-0.46342240949009206,3.692197432781138e-4,0.006674223205717138
ZDHHC8,-0.24827086522406638,3.69248983432251e-4,0.006674223205717138
LYNX1,-0.401094332043499,3.707471653547458e-4,0.006681227931535964
OIP5-AS1,-0.40608348678401907,3.7082329450444595e-4,0.006681227931535964
EXTL3,-0.24154367282099187,3.7093918952362534e-4,0.006681227931535964
RNF208,-0.31795438256832753,3.711532187910371e-4,0.006681227931535964
CEP68,-0.19865392599041076,3.7123252994965966e-4,0.006681227931535964
OR7E14P,1.1959594772697122,3.7240414036471487e-4,0.006696555895166535
CAMK4,-0.6875587322262264,3.738037125377816e-4,0.006713658481714795
BICDL2,-0.8157483378660606,3.739967411819526e-4,0.006713658481714795
PCBP2-OT1,0.49803373606211176,3.7570783210009534e-4,0.006738595230237442
A4GALT,0.8000158143363878,3.7734079383089695e-4,0.006762089174378857
RNFT2,-0.33365991180810717,3.7778382554441204e-4,0.0067642371706330955
USP53,0.4618828111548039,3.7812244306819736e-4,0.006764513552017469
HUNK,-0.5338444619122287,3.7846221242176256e-4,0.006764810049701035
NFATC1,0.5805412171925575,3.8220081963277834e-4,0.006825806617520208
WLS,0.5190586353360489,3.830213146399289e-4,0.006834628420058271
CDA,0.9422721166976737,3.841739449821328e-4,0.006849356765264926
CASP4,0.7336971430844659,3.8589262564583325e-4,0.006874143444589732
ANPEP,0.738519878625536,3.8713244854051023e-4,0.006875491428195903
ERVK3-1,-0.23370822126260693,3.872010296061736e-4,0.006875491428195903
MADD,-0.2721482139978466,3.8721074881615863e-4,0.006875491428195903
RNU4-2,0.8331621349166913,3.872822318017758e-4,0.006875491428195903
FKBP7,0.6143925437698209,3.889677899633956e-4,0.00689956339976596
RRAD,1.0490168624899097,3.902085134132424e-4,0.006915710748732071
RAMP3,0.6544571681779692,3.905940135435261e-4,0.006916686376886248
NXN,0.6011542172544919,3.941574223930787e-4,0.006970540314460399
DBNDD1,-0.3562397002814519,3.943012628312604e-4,0.006970540314460399
AQP4,0.7712740079209492,3.9479786045907287e-4,0.006973429550437851
PCDHGC5,-0.4745475221630313,3.955130019089833e-4,0.006980170862526921
TBRG1,-0.30942237143732054,3.969939163605789e-4,0.006999417796131536
ITPKB-IT1,0.8189996266667644,3.974730240778064e-4,0.006999417796131536
IFITM2,0.906610498853385,3.9760679182076326e-4,0.006999417796131536
SHANK2,-0.395893418850223,3.9899602016176157e-4,0.007017971174794816
MTCL1,-0.37610428122842965,4.007965309894688e-4,0.007031093360697336
FBXL7,0.4255398852322889,4.009512960189249e-4,0.007031093360697336
SLC45A1,-0.3441023164364436,4.0156496109964776e-4,0.007031093360697336
POLR3A,-0.2819912474720301,4.017018300723755e-4,0.007031093360697336
GLCE,-0.3355116464783374,4.0203602066846405e-4,0.007031093360697336
PPME1,-0.3563692711988309,4.0209348587046535e-4,0.007031093360697336
ARPP19,-0.32172826754982253,4.0295524422845976e-4,0.007034994544455459
CCN2,0.9863090617806023,4.033189933435505e-4,0.007034994544455459
CYP39A1,0.8159388724585193,4.033248986358297e-4,0.007034994544455459
TADA2A,-0.18446838429753099,4.055364388210363e-4,0.007067679601134981
LINC01126,0.8458088479965261,4.0719988218791e-4,0.007090019285986998
S1PR4,0.995275173063459,4.0749573365067885e-4,0.007090019285986998
CDKN2D,-0.37713692553612255,4.0823034605844236e-4,0.007096901472881443
IGF2BP2,0.9527887959361512,4.0874557717477154e-4,0.007099462942943328
RUFY2,-0.2547425716708158,4.0905605605033937e-4,0.007099462942943328
OR2L6P,-1.0089332011502368,4.0954381603759346e-4,0.0071020394477902815
DOK1,0.5267644141750081,4.1231685966709416e-4,0.007138299577908973
C7,1.511615384677337,4.1284421836704335e-4,0.007141522590612053
RNU4-1,1.1442579471198768,4.149885930601403e-4,0.007172688886326834
STEAP3,0.7190234183469699,4.174976726302237e-4,0.007204158108675362
CPLX1,-0.560795673616215,4.188660053488619e-4,0.0072218157808542245
ITGA8,0.669942409227235,4.1980729866455843e-4,0.007226369055550572
TLN2,-0.37329479320326087,4.1992846663668705e-4,0.007226369055550572
PEG3,-0.3942009728954803,4.201658373037622e-4,0.007226369055550572
ZXDC,0.2125421459807626,4.208361521571536e-4,0.007229498995308737
LINC00472,0.48399968711691255,4.213397549278237e-4,0.007229498995308737
REST,0.4505439104422502,4.2138401291274473e-4,0.007229498995308737
AZIN2,-0.23735934023429373,4.2259766105102916e-4,0.00723974855560793
TMEM132E,-0.45110825276489486,4.234733011844698e-4,0.00723974855560793
UXT,0.3301704981479703,4.235156406914964e-4,0.00723974855560793
ACSF2,0.6105520771929616,4.2371085856479456e-4,0.00723974855560793
PTRHD1,0.3346352805710082,4.245678585990182e-4,0.007248474590812439
LINC02217,-0.8785056997182727,4.2491965631893047e-4,0.007248568318183809
FADS6,-0.49599096886082966,4.269437973600249e-4,0.007277166630735082
STMN1,-0.4778941913511492,4.286380798773748e-4,0.007294165569035229
PSD2,0.509469912684537,4.3100504541463916e-4,0.007324905373065418
SGSM2,-0.2493155921795598,4.314943540676346e-4,0.007324905373065418
PINLYP,0.44896561454765305,4.323463021251224e-4,0.007329512020879865
BNIP2,0.29864330452013554,4.352153330266381e-4,0.0073641811928703005
PRCP,0.3509180906606302,4.382106992189677e-4,0.007402896001091374
KCNJ10,0.6359581394466751,4.41667513998129e-4,0.00745114131214738
ARHGEF40,0.4775117120509762,4.417785279429984e-4,0.00745114131214738
RANBP17,-0.34252020173446196,4.423349027939426e-4,0.007451983734392294
ERC2-IT1,-0.4645351230195154,4.429191571359645e-4,0.007451983734392294
STAT4,-0.7027092619310502,4.431754138142496e-4,0.007451983734392294
NAPA,-0.26553683668414774,4.4423092226212344e-4,0.007462437747888046
SH3BGRL3,0.3342446899208982,4.474853263955658e-4,0.007511078882747063
UGP2,-0.3086819236156506,4.492703514255044e-4,0.0075349981776340015
MNT,-0.20297899276771236,4.500443054182564e-4,0.007541935433714592
ZNF343,-0.20660029455547946,4.5070396958589096e-4,0.0075469478299218275
RN7SKP23,1.2312396798276817,4.5160118568426114e-4,0.007550666769191656
GVINP1,-0.34553006908573813,4.5164754646352076e-4,0.007550666769191656
LOC107986257,-0.503857141328461,4.524575073123298e-4,0.00755817085838338
SPP1,1.0307368649025692,4.5358680976884764e-4,0.007570993233869019
HSPA2,0.6839594036762175,4.544448733552924e-4,0.0075792714296411354
RCBTB1,0.24517354311788075,4.559745759855541e-4,0.007589863629122115
CAPS,0.7251393635356216,4.563231076996804e-4,0.007589863629122115
CTF1,0.555733941103131,4.5685584694439015e-4,0.007589863629122115
REXO1,-0.2946306816488313,4.5696225756107207e-4,0.007589863629122115
MARK4,-0.21391759660085885,4.5725565125044127e-4,0.007589863629122115
PHYHIP,-0.5092205489986732,4.5777531388617535e-4,0.007592468379517858
NOA1,-0.2123820128593379,4.602650589597977e-4,0.007627718091122349
PHGDH,0.4775276120073224,4.6165984167601643e-4,0.007643458523050294
DGKI,-0.4991665509967045,4.6219533743083164e-4,0.007643458523050294
PITRM1,-0.2161698159553591,4.6231037648376437e-4,0.007643458523050294
ASCL1,0.5596146208627841,4.636807406090203e-4,0.007660064389650674
EBNA1BP2,-0.2811726953391096,4.647675071691535e-4,0.007670674501125161
BBS5,-0.24048497246343103,4.650559429519769e-4,0.007670674501125161
TMEM123,0.4841962031792857,4.6650093663229685e-4,0.007683939590906187
TCEAL5,-0.4159642652064228,4.6659439205206456e-4,0.007683939590906187
GARNL3,-0.3054129320890704,4.763404855639427e-4,0.007833036397090048
APLNR,1.3234190087076856,4.763965091727883e-4,0.007833036397090048
BMPER,-0.400924766611225,4.786876867147953e-4,0.007858362329903829
DRAM1,0.5008831913226093,4.7948373176953175e-4,0.007865261747388769
TAGAP-AS1,-0.5116395727525153,4.8014211460773386e-4,0.007869893970911885
ZFR2,-0.4961392958419659,4.811364234936218e-4,0.00787244069365244
NCF2,0.8364396750512885,4.813868380259594e-4,0.00787244069365244
AIFM3,0.3896804433623373,4.814258319179745e-4,0.00787244069365244
LOC100421372,-0.17650207110031113,4.8488465161387965e-4,0.007922810806346695
IGSF9B,-0.27364126728764315,4.8618232045242343e-4,0.007937817589227516
S100A10,0.8979868757320193,4.884913872638127e-4,0.007956897452777325
WNT10B,-0.5121675845268563,4.901070663113477e-4,0.007970892179141317
SERPINA1,1.0053025262590012,4.901121893151247e-4,0.007970892179141317
ZC3H12C,0.2998958400699223,4.906939127183644e-4,0.00797415705520814
TMCO4,0.684990656646689,4.925005810133459e-4,0.007991108264488638
FBXO8,0.279077362049041,4.930124545155685e-4,0.007993217417091684
CES4A,-0.4803653434090105,4.944749364776339e-4,0.00801072360326111
DLGAP1,-0.46672675982083245,4.95389160600651e-4,0.008019327548748822
LMTK3,-0.32349758730090805,4.965982305111704e-4,0.008029754270619843
FOXN3,0.2658022862209366,4.968005246023935e-4,0.008029754270619843
MSR1,1.0755574506059646,4.984598915497953e-4,0.008050358016997503
BCL7A,-0.3001220551866446,4.988588591792785e-4,0.008050589654187725
STXBP5-AS1,-0.5813968207983874,4.996402430527273e-4,0.008053217602640845
FABP7,0.5836878512141017,4.997912028011304e-4,0.008053217602640845
SCHIP1,-0.3319129538451291,5.012821715080871e-4,0.008068306093861326
ABCC8,-0.4351966142780741,5.014985537295678e-4,0.008068306093861326
HSPB1,0.9274828566848861,5.026500153930443e-4,0.008080620178334724
RTF1,-0.3069890157096937,5.039540846356598e-4,0.008095366803920949
FKBP3,-0.22336426403539766,5.062723712078962e-4,0.008126370400116928
ITIH3,1.9061304293323706,5.086873268116036e-4,0.008142669788311813
PLA1A,0.9807619250340704,5.094861406404359e-4,0.008142669788311813
ID4,0.6511677636087496,5.098605919006451e-4,0.008142669788311813
MARK1,-0.309974395544403,5.101814151677138e-4,0.008142669788311813
VNN2,1.383172454803561,5.102576325889709e-4,0.008142669788311813
EFNA3,-0.4506618120233501,5.104000173075868e-4,0.008142669788311813
PIK3C3,-0.19363291161184915,5.126808068757203e-4,0.008172827089653998
SPDEF,-0.7107780139669082,5.134233518167326e-4,0.008178435446633204
MED8,-0.16460726551197302,5.141197175871493e-4,0.008181200305950365
CDC42EP4,0.5061941496008622,5.143786537972711e-4,0.008181200305950365
