Module,Gene symbol,Copper-set member,Broad-iron-set member,Core-iron-set member,Contributed to module enrichment,Matched in FTLDexp,Log2 fold change,Nominal P,FDR-adjusted P,Significantly differentially expressed,Direction
FTLD3 turquoise,SUMF1,TRUE,FALSE,FALSE,FALSE,TRUE,0.05289734680081448,0.495506334414248,0.6525228195919688,FALSE,NA
FTLD3 turquoise,NDUFS7,FALSE,TRUE,TRUE,TRUE,TRUE,0.0383163119367893,0.5298585158624833,0.6810148937324059,FALSE,NA
FTLD3 turquoise,SLC11A2,TRUE,TRUE,TRUE,TRUE,TRUE,-0.04130774646050206,0.5487261744381526,0.6968865698176672,FALSE,NA
FTLD3 turquoise,GLRX5,FALSE,TRUE,TRUE,TRUE,TRUE,-0.03679661946136603,0.6364924266154637,0.765113453531632,FALSE,NA
FTLD3 turquoise,PPP1CA,FALSE,TRUE,TRUE,TRUE,TRUE,-0.02694734260555176,0.6754736450442904,0.7946905100568851,FALSE,NA
FTLD3 turquoise,NDUFS3,FALSE,TRUE,TRUE,TRUE,TRUE,-0.02452357546795758,0.7360364882350423,0.8373725261032541,FALSE,NA
FTLD3 turquoise,NFU1,FALSE,TRUE,TRUE,TRUE,TRUE,0.02483658776990616,0.759424494605194,0.8539309918177329,FALSE,NA
FTLD3 turquoise,NR1D1,FALSE,TRUE,FALSE,TRUE,TRUE,-0.03127186382592129,0.7823553461617263,0.8690945627062463,FALSE,NA
FTLD3 turquoise,CYP2R1,FALSE,TRUE,TRUE,TRUE,TRUE,-0.02078869922965531,0.7992659873365789,0.8798750118847211,FALSE,NA
FTLD3 turquoise,SRC,FALSE,TRUE,FALSE,TRUE,TRUE,-0.01808795624330628,0.8007506887369665,0.8809730704837553,FALSE,NA
FTLD3 turquoise,NDUFAB1,FALSE,TRUE,TRUE,TRUE,TRUE,0.02229895614731059,0.8349411184712561,0.9030597033379628,FALSE,NA
FTLD3 turquoise,EGLN2,FALSE,TRUE,TRUE,TRUE,TRUE,0.0086205110409665,0.862024186286886,0.919624273352233,FALSE,NA
FTLD3 turquoise,DGCR8,FALSE,TRUE,FALSE,TRUE,TRUE,-0.00840071992236701,0.8665585052524536,0.9230355452128846,FALSE,NA
FTLD3 turquoise,SOD1,TRUE,FALSE,FALSE,FALSE,TRUE,0.01317189407756735,0.868367064772054,0.9239777418199112,FALSE,NA
FTLD3 turquoise,DNAJC24,FALSE,TRUE,TRUE,TRUE,TRUE,-0.00527095527483023,0.9349120648586636,0.9632608628873588,FALSE,NA
FTLD3 turquoise,GLRX3,FALSE,TRUE,TRUE,TRUE,TRUE,-0.00213791359973125,0.960096221007221,0.9770882482570206,FALSE,NA
FTLD3 turquoise,MMS19,FALSE,TRUE,TRUE,TRUE,TRUE,-0.00207081859418067,0.960625046658234,0.977531374962492,FALSE,NA
FTLD3 turquoise,COX15,FALSE,TRUE,FALSE,TRUE,TRUE,-0.00161979761138031,0.975056325975157,0.9858421388747952,FALSE,NA
FTLD3 turquoise,SLC39A8,FALSE,TRUE,TRUE,TRUE,TRUE,0.00192715453669656,0.9877268781619164,0.9933745573134284,FALSE,NA
