network_id,module,gene_set,overlap,module_size,network_background_size,available_gene_set_size,odds_ratio,p_value,FDR,module_id,disease_group,disease_or_comparison,dataset_or_network,source_study,positive_enrichment,FDR_significant
FTLD2,darkgrey,Broad iron,13,1648,15193,141,0.8334127892276199,0.68228386378402,0.9976342350817698,FTLD2_darkgrey,Frontotemporal lobar degeneration,FTLD,FTLD2,Fodder et al. (2023),FALSE,FALSE
FTLD2,mediumpurple3,Broad iron,10,1270,15193,141,0.8355700656544109,0.7588874890067344,0.9976342350817698,FTLD2_mediumpurple3,Frontotemporal lobar degeneration,FTLD,FTLD2,Fodder et al. (2023),FALSE,FALSE
FTLD2,plum2,Broad iron,10,1026,15193,141,1.0545941082588457,0.8653657148942527,1,FTLD2_plum2,Frontotemporal lobar degeneration,FTLD,FTLD2,Fodder et al. (2023),FALSE,FALSE
FTLD2,darkorange,Broad iron,7,761,15193,141,0.9905980088697613,0.9999999999999994,1,FTLD2_darkorange,Frontotemporal lobar degeneration,FTLD,FTLD2,Fodder et al. (2023),FALSE,FALSE
FTLD2,midnightblue,Broad iron,10,1070,15193,141,1.0076335866243813,1,1,FTLD2_midnightblue,Frontotemporal lobar degeneration,FTLD,FTLD2,Fodder et al. (2023),FALSE,FALSE
FTLD2,tan,Broad iron,10,1123,15193,141,0.9560178694756634,1.0000000000000002,1,FTLD2_tan,Frontotemporal lobar degeneration,FTLD,FTLD2,Fodder et al. (2023),FALSE,FALSE
FTLD2,darkmagenta,Copper,0,1063,15193,33,0,0.16833335473564517,1,FTLD2_darkmagenta,Frontotemporal lobar degeneration,FTLD,FTLD2,Fodder et al. (2023),FALSE,FALSE
FTLD2,sienna3,Copper,4,1142,15193,33,1.6994520954286625,0.30924482496266353,1,FTLD2_sienna3,Frontotemporal lobar degeneration,FTLD,FTLD2,Fodder et al. (2023),FALSE,FALSE
FTLD2,orangered4,Copper,3,968,15193,33,1.4709234760176806,0.46552298563765626,1,FTLD2_orangered4,Frontotemporal lobar degeneration,FTLD,FTLD2,Fodder et al. (2023),FALSE,FALSE
FTLD2,midnightblue,Copper,3,1070,15193,33,1.3207772684484103,0.5030760842388682,1,FTLD2_midnightblue,Frontotemporal lobar degeneration,FTLD,FTLD2,Fodder et al. (2023),FALSE,FALSE
FTLD2,mediumpurple3,Copper,1,1270,15193,33,0.3420911152256992,0.5208553541466756,1,FTLD2_mediumpurple3,Frontotemporal lobar degeneration,FTLD,FTLD2,Fodder et al. (2023),FALSE,FALSE
FTLD2,darkgrey,Copper,2,1648,15193,33,0.5297083661027921,0.5744938333725965,1,FTLD2_darkgrey,Frontotemporal lobar degeneration,FTLD,FTLD2,Fodder et al. (2023),FALSE,FALSE
FTLD2,steelblue,Copper,2,653,15193,33,1.4378256940838794,0.6520399243197877,1,FTLD2_steelblue,Frontotemporal lobar degeneration,FTLD,FTLD2,Fodder et al. (2023),FALSE,FALSE
FTLD2,darkorange,Copper,2,761,15193,33,1.2240869110383084,0.6806422185422017,1,FTLD2_darkorange,Frontotemporal lobar degeneration,FTLD,FTLD2,Fodder et al. (2023),FALSE,FALSE
FTLD2,lightcyan1,Copper,1,911,15193,33,0.48935552647193986,0.7205072550268233,1,FTLD2_lightcyan1,Frontotemporal lobar degeneration,FTLD,FTLD2,Fodder et al. (2023),FALSE,FALSE
FTLD2,tan,Copper,3,1123,15193,33,1.253549489578811,0.7329287419211484,1,FTLD2_tan,Frontotemporal lobar degeneration,FTLD,FTLD2,Fodder et al. (2023),FALSE,FALSE
FTLD2,red,Copper,3,1241,15193,33,1.124538360175008,0.7488461081060875,1,FTLD2_red,Frontotemporal lobar degeneration,FTLD,FTLD2,Fodder et al. (2023),FALSE,FALSE
FTLD2,paleturquoise,Copper,4,2359,15193,33,0.7499953028174179,0.8097324677533408,1,FTLD2_paleturquoise,Frontotemporal lobar degeneration,FTLD,FTLD2,Fodder et al. (2023),FALSE,FALSE
FTLD2,darkorange2,Copper,3,1488,15193,33,0.92087495425915,0.9999999999999996,1,FTLD2_darkorange2,Frontotemporal lobar degeneration,FTLD,FTLD2,Fodder et al. (2023),FALSE,FALSE
FTLD2,plum2,Copper,2,1026,15193,33,0.8906282963761988,0.9999999999999998,1,FTLD2_plum2,Frontotemporal lobar degeneration,FTLD,FTLD2,Fodder et al. (2023),FALSE,FALSE
FTLD2,blue,Copper,5,2594,15193,33,0.8670692167470057,0.9999999999999999,1,FTLD2_blue,Frontotemporal lobar degeneration,FTLD,FTLD2,Fodder et al. (2023),FALSE,FALSE
FTLD2,ivory,Copper,1,692,15193,33,0.6543601654516047,0.9999999999999999,1,FTLD2_ivory,Frontotemporal lobar degeneration,FTLD,FTLD2,Fodder et al. (2023),FALSE,FALSE
FTLD2,darkmagenta,Core iron,17,1063,15193,96,2.8903453421467113,3.2655625088132774e-4,0.016001256293185058,FTLD2_darkmagenta,Frontotemporal lobar degeneration,FTLD,FTLD2,Fodder et al. (2023),TRUE,TRUE
FTLD2,sienna3,Core iron,12,1142,15193,96,1.7656522973874378,0.07691312400363892,0.738521229073487,FTLD2_sienna3,Frontotemporal lobar degeneration,FTLD,FTLD2,Fodder et al. (2023),FALSE,FALSE
FTLD2,lightcyan1,Core iron,2,911,15193,96,0.3321080485914022,0.128783302784103,0.738521229073487,FTLD2_lightcyan1,Frontotemporal lobar degeneration,FTLD,FTLD2,Fodder et al. (2023),FALSE,FALSE
FTLD2,orangered4,Core iron,10,968,15193,96,1.7160651072330215,0.13564675636043638,0.738521229073487,FTLD2_orangered4,Frontotemporal lobar degeneration,FTLD,FTLD2,Fodder et al. (2023),FALSE,FALSE
FTLD2,paleturquoise,Core iron,20,2359,15193,96,1.435344713308585,0.1568022746777953,0.7683311459211971,FTLD2_paleturquoise,Frontotemporal lobar degeneration,FTLD,FTLD2,Fodder et al. (2023),FALSE,FALSE
FTLD2,steelblue,Core iron,7,653,15193,96,1.7593476954603988,0.19659426015308107,0.8757380679546338,FTLD2_steelblue,Frontotemporal lobar degeneration,FTLD,FTLD2,Fodder et al. (2023),FALSE,FALSE
FTLD2,ivory,Core iron,6,692,15193,96,1.4004335701897714,0.4534897258238212,1,FTLD2_ivory,Frontotemporal lobar degeneration,FTLD,FTLD2,Fodder et al. (2023),FALSE,FALSE
FTLD2,midnightblue,Core iron,8,1070,15193,96,1.201404119125157,0.5491633905704806,1,FTLD2_midnightblue,Frontotemporal lobar degeneration,FTLD,FTLD2,Fodder et al. (2023),FALSE,FALSE
FTLD2,red,Core iron,9,1241,15193,96,1.1641997343936075,0.5778338177880605,1,FTLD2_red,Frontotemporal lobar degeneration,FTLD,FTLD2,Fodder et al. (2023),FALSE,FALSE
FTLD2,plum2,Core iron,5,1026,15193,96,0.757498411233362,0.6849716334440906,1,FTLD2_plum2,Frontotemporal lobar degeneration,FTLD,FTLD2,Fodder et al. (2023),FALSE,FALSE
FTLD2,darkorange,Core iron,5,761,15193,96,1.0422968195153814,0.8145819211109452,1,FTLD2_darkorange,Frontotemporal lobar degeneration,FTLD,FTLD2,Fodder et al. (2023),FALSE,FALSE
FTLD2,blue,Core iron,17,2594,15193,96,1.0454741040457947,0.89161129352711,1,FTLD2_blue,Frontotemporal lobar degeneration,FTLD,FTLD2,Fodder et al. (2023),FALSE,FALSE
FTLD2,mediumpurple3,Core iron,8,1270,15193,96,0.9966145352713919,0.9999999999999997,1,FTLD2_mediumpurple3,Frontotemporal lobar degeneration,FTLD,FTLD2,Fodder et al. (2023),FALSE,FALSE
FTLD2,tan,Core iron,7,1123,15193,96,0.9853316904625555,0.9999999999999999,1,FTLD2_tan,Frontotemporal lobar degeneration,FTLD,FTLD2,Fodder et al. (2023),FALSE,FALSE
FTLD2,darkgrey,Core iron,10,1648,15193,96,0.955433682359888,1,1,FTLD2_darkgrey,Frontotemporal lobar degeneration,FTLD,FTLD2,Fodder et al. (2023),FALSE,FALSE
FTLD2,darkorange2,Core iron,9,1488,15193,96,0.9525083334655108,1.0000000000000004,1,FTLD2_darkorange2,Frontotemporal lobar degeneration,FTLD,FTLD2,Fodder et al. (2023),FALSE,FALSE
FTLD3,black,Broad iron,63,5371,15037,141,1.4588565955723272,0.02737906925945234,0.24321352685865671,FTLD3_black,Frontotemporal lobar degeneration,FTLD,FTLD3,Fodder et al. (2023),TRUE,FALSE
FTLD3,turquoise,Broad iron,64,5506,15037,141,1.44383962252876,0.03474478955123667,0.24321352685865671,FTLD3_turquoise,Frontotemporal lobar degeneration,FTLD,FTLD3,Fodder et al. (2023),TRUE,FALSE
FTLD3,purple,Broad iron,33,4301,15037,141,0.7609130530592043,0.19002246991369776,0.6836988554410423,FTLD3_purple,Frontotemporal lobar degeneration,FTLD,FTLD3,Fodder et al. (2023),FALSE,FALSE
FTLD3,brown,Broad iron,4,842,15037,141,0.48980070387990404,0.19534253012601208,0.6836988554410423,FTLD3_brown,Frontotemporal lobar degeneration,FTLD,FTLD3,Fodder et al. (2023),FALSE,FALSE
FTLD3,magenta,Broad iron,30,2685,15037,141,1.246073646125248,0.2711022154020423,0.7590862031257185,FTLD3_magenta,Frontotemporal lobar degeneration,FTLD,FTLD3,Fodder et al. (2023),FALSE,FALSE
FTLD3,salmon,Broad iron,11,1418,15037,141,0.811198713750864,0.66288949180014,0.9515476844797813,FTLD3_salmon,Frontotemporal lobar degeneration,FTLD,FTLD3,Fodder et al. (2023),FALSE,FALSE
FTLD3,yellow,Broad iron,11,1082,15037,141,1.0922248475043967,0.7426288925749512,0.9515476844797813,FTLD3_yellow,Frontotemporal lobar degeneration,FTLD,FTLD3,Fodder et al. (2023),FALSE,FALSE
FTLD3,cyan,Broad iron,11,1108,15037,141,1.0643859867621916,0.7476446092341139,0.9515476844797813,FTLD3_cyan,Frontotemporal lobar degeneration,FTLD,FTLD3,Fodder et al. (2023),FALSE,FALSE
FTLD3,blue,Broad iron,66,7057,15037,141,0.9950509673471191,0.9999999999999998,0.9999999999999998,FTLD3_blue,Frontotemporal lobar degeneration,FTLD,FTLD3,Fodder et al. (2023),FALSE,FALSE
FTLD3,pink,Broad iron,46,4871,15037,141,1.010669695564827,0.9999999999999998,0.9999999999999998,FTLD3_pink,Frontotemporal lobar degeneration,FTLD,FTLD3,Fodder et al. (2023),FALSE,FALSE
FTLD3,purple,Copper,5,4301,15037,30,0.4986693835379267,0.16280821661690356,1,FTLD3_purple,Frontotemporal lobar degeneration,FTLD,FTLD3,Fodder et al. (2023),FALSE,FALSE
FTLD3,salmon,Copper,1,1418,15037,30,0.3307289321498412,0.3581537748055048,1,FTLD3_salmon,Frontotemporal lobar degeneration,FTLD,FTLD3,Fodder et al. (2023),FALSE,FALSE
FTLD3,turquoise,Copper,13,5506,15037,30,1.3244296225036447,0.4527082088224935,1,FTLD3_turquoise,Frontotemporal lobar degeneration,FTLD,FTLD3,Fodder et al. (2023),FALSE,FALSE
FTLD3,magenta,Copper,7,2685,15037,30,1.4011226061022797,0.4713660918625555,1,FTLD3_magenta,Frontotemporal lobar degeneration,FTLD,FTLD3,Fodder et al. (2023),FALSE,FALSE
FTLD3,yellow,Copper,3,1082,15037,30,1.4341966778458655,0.4739075597083458,1,FTLD3_yellow,Frontotemporal lobar degeneration,FTLD,FTLD3,Fodder et al. (2023),FALSE,FALSE
FTLD3,pink,Copper,9,4871,15037,30,0.8942629581362956,0.8477508821190406,1,FTLD3_pink,Frontotemporal lobar degeneration,FTLD,FTLD3,Fodder et al. (2023),FALSE,FALSE
FTLD3,brown,Copper,1,842,15037,30,0.58084025620983315,0.9999999999999996,1,FTLD3_brown,Frontotemporal lobar degeneration,FTLD,FTLD3,Fodder et al. (2023),FALSE,FALSE
FTLD3,black,Copper,11,5371,15037,30,1.0419724472098353,0.9999999999999997,1,FTLD3_black,Frontotemporal lobar degeneration,FTLD,FTLD3,Fodder et al. (2023),FALSE,FALSE
FTLD3,cyan,Copper,2,1108,15037,30,0.8977679709195737,1,1,FTLD3_cyan,Frontotemporal lobar degeneration,FTLD,FTLD3,Fodder et al. (2023),FALSE,FALSE
FTLD3,blue,Copper,14,7057,15037,30,0.9894221986504054,1.0000000000000002,1,FTLD3_blue,Frontotemporal lobar degeneration,FTLD,FTLD3,Fodder et al. (2023),FALSE,FALSE
FTLD3,black,Core iron,47,5371,15037,98,1.6643459376398566,0.014569412109452486,0.10551439988260278,FTLD3_black,Frontotemporal lobar degeneration,FTLD,FTLD3,Fodder et al. (2023),TRUE,FALSE
FTLD3,turquoise,Core iron,48,5506,15037,98,1.6674587576589814,0.015073485697514682,0.10551439988260278,FTLD3_turquoise,Frontotemporal lobar degeneration,FTLD,FTLD3,Fodder et al. (2023),TRUE,FALSE
FTLD3,magenta,Core iron,23,2685,15037,98,1.4142920342403795,0.14618570306128606,0.4953165803198883,FTLD3_magenta,Frontotemporal lobar degeneration,FTLD,FTLD3,Fodder et al. (2023),FALSE,FALSE
FTLD3,brown,Core iron,2,842,15037,98,0.3496933336153673,0.1800923872720589,0.4953165803198883,FTLD3_brown,Frontotemporal lobar degeneration,FTLD,FTLD3,Fodder et al. (2023),FALSE,FALSE
FTLD3,purple,Core iron,22,4301,15037,98,0.7211871155366222,0.21683585012109385,0.4953165803198883,FTLD3_purple,Frontotemporal lobar degeneration,FTLD,FTLD3,Fodder et al. (2023),FALSE,FALSE
FTLD3,cyan,Core iron,10,1108,15037,98,1.4324080259885421,0.24765829015994414,0.4953165803198883,FTLD3_cyan,Frontotemporal lobar degeneration,FTLD,FTLD3,Fodder et al. (2023),FALSE,FALSE
FTLD3,pink,Core iron,27,4871,15037,98,0.7925505780392442,0.3311401457768425,0.5151068934306439,FTLD3_pink,Frontotemporal lobar degeneration,FTLD,FTLD3,Fodder et al. (2023),FALSE,FALSE
FTLD3,salmon,Core iron,7,1418,15037,98,0.7375378318606042,0.6011133414345126,0.8005109103849973,FTLD3_salmon,Frontotemporal lobar degeneration,FTLD,FTLD3,Fodder et al. (2023),FALSE,FALSE
FTLD3,blue,Core iron,48,7057,15037,98,1.0861325809529803,0.6861522089014263,0.8005109103849973,FTLD3_blue,Frontotemporal lobar degeneration,FTLD,FTLD3,Fodder et al. (2023),FALSE,FALSE
FTLD3,yellow,Core iron,7,1082,15037,98,0.9920577422164493,1.0000000000000007,1,FTLD3_yellow,Frontotemporal lobar degeneration,FTLD,FTLD3,Fodder et al. (2023),FALSE,FALSE
MSA,violet,Broad iron,20,1461,15579,142,1.5921762301570523,0.05954997326587467,0.8750018554704485,MSA_violet,Movement disorders,MSA,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
MSA,white,Broad iron,27,2379,15579,142,1.3061521366499589,0.2399138091872835,0.8750018554704485,MSA_white,Movement disorders,MSA,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
MSA,darkturquoise,Broad iron,8,694,15579,142,1.2837313015493874,0.4168375962787968,0.8750018554704485,MSA_darkturquoise,Movement disorders,MSA,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
MSA,lightcyan,Broad iron,8,1216,15579,142,0.7032083555869739,0.43073306807759076,0.8750018554704485,MSA_lightcyan,Movement disorders,MSA,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
MSA,saddlebrown,Broad iron,19,1854,15579,142,1.144996590432652,0.6015637756359333,0.8750018554704485,MSA_saddlebrown,Movement disorders,MSA,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
MSA,darkgreen,Broad iron,5,668,15579,142,0.8132756515869423,0.8352466152470142,0.9545675602823018,MSA_darkgreen,Movement disorders,MSA,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
MSA,midnightblue,Broad iron,6,697,15579,142,0.9414775662240342,1.0000000000000002,1,MSA_midnightblue,Movement disorders,MSA,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
MSA,violet,Copper,1,1461,15579,28,0.3574737772600648,0.5123037001350587,1,MSA_violet,Movement disorders,MSA,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
MSA,saddlebrown,Copper,2,1854,15579,28,0.5690069543900234,0.7673430990185015,1,MSA_saddlebrown,Movement disorders,MSA,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
MSA,white,Copper,4,2379,15579,28,0.9246178741215952,0.9999999999999998,1,MSA_white,Movement disorders,MSA,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
MSA,darkturquoise,Copper,1,694,15579,28,0.7940863282014554,0.9999999999999999,1,MSA_darkturquoise,Movement disorders,MSA,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
MSA,lightcyan,Copper,2,1216,15579,28,0.9084418744500635,1,1,MSA_lightcyan,Movement disorders,MSA,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
MSA,midnightblue,Copper,1,697,15579,28,0.7905039689285633,1,1,MSA_midnightblue,Movement disorders,MSA,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
MSA,darkgreen,Copper,1,668,15579,28,0.8264831368271982,1.0000000000000002,1,MSA_darkgreen,Movement disorders,MSA,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
MSA,violet,Core iron,16,1461,15579,100,1.8497805811779144,0.03615854323173722,0.5817590924655259,MSA_violet,Movement disorders,MSA,Movement-disorder network,Murthy et al. (2024),TRUE,FALSE
MSA,white,Core iron,20,2379,15579,100,1.3903843012369976,0.20765173932545655,0.6288562657259181,MSA_white,Movement disorders,MSA,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
MSA,darkturquoise,Core iron,7,694,15579,100,1.6205580839189588,0.21690743015944355,0.6288562657259181,MSA_darkturquoise,Movement disorders,MSA,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
MSA,saddlebrown,Core iron,15,1854,15579,100,1.3088680617229953,0.35055533087916396,0.6288562657259181,MSA_saddlebrown,Movement disorders,MSA,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
MSA,lightcyan,Core iron,5,1216,15579,100,0.6201480142884711,0.35373164947082897,0.6288562657259181,MSA_lightcyan,Movement disorders,MSA,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
MSA,darkgreen,Core iron,2,668,15579,100,0.4539294418161841,0.44993538391830296,0.6856158231136045,MSA_darkgreen,Movement disorders,MSA,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
MSA,midnightblue,Core iron,5,697,15579,100,1.1246480445822993,0.8054359170357239,0.991305744043968,MSA_midnightblue,Movement disorders,MSA,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
PD,white,Broad iron,27,2379,15579,142,1.3061521366499589,0.2399138091872835,0.8750018554704485,PD_white,Movement disorders,PD,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
PD,darkgrey,Broad iron,27,2510,15579,142,1.2248395145616742,0.3582298392585684,0.8750018554704485,PD_darkgrey,Movement disorders,PD,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
PD,darkturquoise,Broad iron,8,694,15579,142,1.2837313015493874,0.4168375962787968,0.8750018554704485,PD_darkturquoise,Movement disorders,PD,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
PD,lightcyan,Broad iron,8,1216,15579,142,0.7032083555869739,0.43073306807759076,0.8750018554704485,PD_lightcyan,Movement disorders,PD,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
PD,darkred,Broad iron,14,1864,15579,142,0.8033043960483139,0.516412074591382,0.8750018554704485,PD_darkred,Movement disorders,PD,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
PD,darkgreen,Broad iron,5,668,15579,142,0.8132756515869423,0.8352466152470142,0.9545675602823018,PD_darkgreen,Movement disorders,PD,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
PD,darkgrey,Copper,2,2510,15579,28,0.4000582686668563,0.300717966608975,1,PD_darkgrey,Movement disorders,PD,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
PD,darkred,Copper,2,1864,15579,28,0.5655380957798806,0.5705872754768325,1,PD_darkred,Movement disorders,PD,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
PD,white,Copper,4,2379,15579,28,0.9246178741215952,0.9999999999999998,1,PD_white,Movement disorders,PD,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
PD,darkturquoise,Copper,1,694,15579,28,0.7940863282014554,0.9999999999999999,1,PD_darkturquoise,Movement disorders,PD,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
PD,lightcyan,Copper,2,1216,15579,28,0.9084418744500635,1,1,PD_lightcyan,Movement disorders,PD,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
PD,darkgreen,Copper,1,668,15579,28,0.8264831368271982,1.0000000000000002,1,PD_darkgreen,Movement disorders,PD,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
PD,darkred,Core iron,7,1864,15579,100,0.5521508703366572,0.1619159620540575,0.6288562657259181,PD_darkred,Movement disorders,PD,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
PD,white,Core iron,20,2379,15579,100,1.3903843012369976,0.20765173932545655,0.6288562657259181,PD_white,Movement disorders,PD,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
PD,darkturquoise,Core iron,7,694,15579,100,1.6205580839189588,0.21690743015944355,0.6288562657259181,PD_darkturquoise,Movement disorders,PD,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
PD,darkgrey,Core iron,20,2510,15579,100,1.3040911215855389,0.2763255342307909,0.6288562657259181,PD_darkgrey,Movement disorders,PD,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
PD,lightcyan,Core iron,5,1216,15579,100,0.6201480142884711,0.35373164947082897,0.6288562657259181,PD_lightcyan,Movement disorders,PD,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
PD,darkgreen,Core iron,2,668,15579,100,0.4539294418161841,0.44993538391830296,0.6856158231136045,PD_darkgreen,Movement disorders,PD,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
PSP,pink,Broad iron,22,1729,15579,142,1.4745643765137897,0.10573227596216228,0.8750018554704485,PSP_pink,Movement disorders,PSP,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
PSP,skyblue,Broad iron,23,1941,15579,142,1.3622791744697484,0.19995470474123433,0.8750018554704485,PSP_skyblue,Movement disorders,PSP,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
PSP,darkorange,Broad iron,3,730,15579,142,0.4367178270055694,0.22525827373034227,0.8750018554704485,PSP_darkorange,Movement disorders,PSP,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
PSP,darkgrey,Broad iron,27,2510,15579,142,1.2248395145616742,0.3582298392585684,0.8750018554704485,PSP_darkgrey,Movement disorders,PSP,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
PSP,lightcyan,Broad iron,8,1216,15579,142,0.7032083555869739,0.43073306807759076,0.8750018554704485,PSP_lightcyan,Movement disorders,PSP,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
PSP,darkred,Broad iron,14,1864,15579,142,0.8033043960483139,0.516412074591382,0.8750018554704485,PSP_darkred,Movement disorders,PSP,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
PSP,lightgreen,Broad iron,6,864,15579,142,0.7496437483370807,0.7104014906623539,0.909313908047813,PSP_lightgreen,Movement disorders,PSP,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
PSP,steelblue,Broad iron,18,1883,15579,142,1.0563803111740688,0.7960053776600106,0.9434137809303829,PSP_steelblue,Movement disorders,PSP,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
PSP,black,Broad iron,11,1161,15579,142,1.0432030445379612,0.8719737803942346,0.9621779645729485,PSP_black,Movement disorders,PSP,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
PSP,black,Copper,5,1161,15579,28,2.7067300787994313,0.05336245930268144,1,PSP_black,Movement disorders,PSP,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
PSP,pink,Copper,6,1729,15579,28,2.1886360452559224,0.11974169090344282,1,PSP_pink,Movement disorders,PSP,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
PSP,darkgrey,Copper,2,2510,15579,28,0.4000582686668563,0.300717966608975,1,PSP_darkgrey,Movement disorders,PSP,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
PSP,skyblue,Copper,5,1941,15579,28,1.5287575140111678,0.385217877149296,1,PSP_skyblue,Movement disorders,PSP,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
PSP,lightgreen,Copper,0,864,15579,28,0,0.4031238351862751,1,PSP_lightgreen,Movement disorders,PSP,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
PSP,darkred,Copper,2,1864,15579,28,0.5655380957798806,0.5705872754768325,1,PSP_darkred,Movement disorders,PSP,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
PSP,steelblue,Copper,4,1883,15579,28,1.2126849121511891,0.7688130724143003,1,PSP_steelblue,Movement disorders,PSP,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
PSP,darkorange,Copper,1,730,15579,28,0.7530437398013943,0.9999999999999998,1,PSP_darkorange,Movement disorders,PSP,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
PSP,lightcyan,Copper,2,1216,15579,28,0.9084418744500635,1,1,PSP_lightcyan,Movement disorders,PSP,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
PSP,pink,Core iron,18,1729,15579,100,1.766277853891824,0.03635994327909537,0.5817590924655259,PSP_pink,Movement disorders,PSP,Movement-disorder network,Murthy et al. (2024),TRUE,FALSE
PSP,darkred,Core iron,7,1864,15579,100,0.5521508703366572,0.1619159620540575,0.6288562657259181,PSP_darkred,Movement disorders,PSP,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
PSP,skyblue,Core iron,17,1941,15579,100,1.4429523056443652,0.17090222491079876,0.6288562657259181,PSP_skyblue,Movement disorders,PSP,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
PSP,steelblue,Core iron,16,1883,15579,100,1.388694175734173,0.2190126608060868,0.6288562657259181,PSP_steelblue,Movement disorders,PSP,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
PSP,darkgrey,Core iron,20,2510,15579,100,1.3040911215855389,0.2763255342307909,0.6288562657259181,PSP_darkgrey,Movement disorders,PSP,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
PSP,darkorange,Core iron,2,730,15579,100,0.4135336671474557,0.33492919481520544,0.6288562657259181,PSP_darkorange,Movement disorders,PSP,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
PSP,black,Core iron,10,1161,15579,100,1.3831028600483426,0.3355765171811578,0.6288562657259181,PSP_black,Movement disorders,PSP,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
PSP,lightcyan,Core iron,5,1216,15579,100,0.6201480142884711,0.35373164947082897,0.6288562657259181,PSP_lightcyan,Movement disorders,PSP,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
PSP,lightgreen,Core iron,3,864,15579,100,0.5250927577392187,0.37797359273167974,0.6365871035480921,PSP_lightgreen,Movement disorders,PSP,Movement-disorder network,Murthy et al. (2024),FALSE,FALSE
