network_id,module,gene_set,overlap,module_size,network_background_size,available_gene_set_size,odds_ratio,p_value,FDR
FTLD2,cyan,Core iron,5,962,15193,96,0.8118346403237774,0.8336897931140913,1
FTLD2,darkred,Core iron,5,972,15193,96,0.8028706527701389,0.8338982199649505,1
FTLD2,brown4,Core iron,7,1258,15193,96,0.8705115406712648,0.853778979380964,1
FTLD2,bisque4,Core iron,7,1275,15193,96,0.857784884297213,0.8537900854114725,1
FTLD2,blue,Core iron,17,2594,15193,96,1.0454741040457947,0.89161129352711,1
FTLD2,grey60,Core iron,6,1016,15193,96,0.9298377680056203,0.9999999999999993,1
FTLD2,pink,Core iron,6,986,15193,96,0.9603421736849271,0.9999999999999994,1
FTLD2,brown,Core iron,9,1433,15193,96,0.9932927255479991,0.9999999999999996,1
FTLD2,purple,Core iron,6,946,15193,96,1.0040424412756475,0.9999999999999996,1
FTLD2,floralwhite,Core iron,1,272,15193,96,0.5758943585583453,0.9999999999999997,1
FTLD2,lightsteelblue1,Core iron,2,333,15193,96,0.9491578597344654,0.9999999999999997,1
FTLD2,mediumpurple3,Core iron,8,1270,15193,96,0.9966145352713919,0.9999999999999997,1
FTLD2,yellow,Core iron,5,807,15193,96,0.9793523290926465,0.9999999999999998,1
FTLD2,tan,Core iron,7,1123,15193,96,0.9853316904625555,0.9999999999999999,1
FTLD2,darkgrey,Core iron,10,1648,15193,96,0.955433682359888,1,1
FTLD2,magenta,Core iron,6,1041,15193,96,0.9057677283102543,1,1
FTLD2,yellowgreen,Core iron,4,685,15193,96,0.9203898186824875,1.0000000000000002,1
FTLD2,darkorange2,Core iron,9,1488,15193,96,0.9525083334655108,1.0000000000000004,1
FTLD3,black,Broad iron,63,5371,15037,141,1.4588565955723272,0.02737906925945234,0.24321352685865671
FTLD3,turquoise,Broad iron,64,5506,15037,141,1.44383962252876,0.03474478955123667,0.24321352685865671
FTLD3,purple,Broad iron,33,4301,15037,141,0.7609130530592043,0.19002246991369776,0.6836988554410423
FTLD3,brown,Broad iron,4,842,15037,141,0.48980070387990404,0.19534253012601208,0.6836988554410423
FTLD3,magenta,Broad iron,30,2685,15037,141,1.246073646125248,0.2711022154020423,0.7590862031257185
FTLD3,greenyellow,Broad iron,10,1424,15037,141,0.7278674537661098,0.38770787359494707,0.9046517050548766
FTLD3,red,Broad iron,15,1876,15037,141,0.8338703583890145,0.6083531260210866,0.9515476844797813
FTLD3,green,Broad iron,3,506,15037,141,0.6220624359140134,0.6351319842403117,0.9515476844797813
FTLD3,salmon,Broad iron,11,1418,15037,141,0.811198713750864,0.66288949180014,0.9515476844797813
FTLD3,yellow,Broad iron,11,1082,15037,141,1.0922248475043967,0.7426288925749512,0.9515476844797813
FTLD3,cyan,Broad iron,11,1108,15037,141,1.0643859867621916,0.7476446092341139,0.9515476844797813
FTLD3,tan,Broad iron,9,1102,15037,141,0.8610378868649772,0.870382856980437,0.9999999999999998
FTLD3,blue,Broad iron,66,7057,15037,141,0.9950509673471191,0.9999999999999998,0.9999999999999998
FTLD3,pink,Broad iron,46,4871,15037,141,1.010669695564827,0.9999999999999998,0.9999999999999998
FTLD3,purple,Copper,5,4301,15037,30,0.4986693835379267,0.16280821661690356,1
FTLD3,green,Copper,2,506,15037,30,2.055176963707,0.2677552289217833,1
FTLD3,salmon,Copper,1,1418,15037,30,0.3307289321498412,0.3581537748055048,1
FTLD3,turquoise,Copper,13,5506,15037,30,1.3244296225036447,0.4527082088224935,1
FTLD3,magenta,Copper,7,2685,15037,30,1.4011226061022797,0.4713660918625555,1
FTLD3,yellow,Copper,3,1082,15037,30,1.4341966778458655,0.4739075597083458,1
FTLD3,tan,Copper,1,1102,15037,30,0.43554586974003584,0.7224119322679898,1
FTLD3,greenyellow,Copper,3,1424,15037,30,1.0623366872279212,0.7592423245207615,1
FTLD3,pink,Copper,9,4871,15037,30,0.8942629581362956,0.8477508821190406,1
FTLD3,brown,Copper,1,842,15037,30,0.58084025620983315,0.9999999999999996,1
FTLD3,black,Copper,11,5371,15037,30,1.0419724472098353,0.9999999999999997,1
FTLD3,cyan,Copper,2,1108,15037,30,0.8977679709195737,1,1
FTLD3,blue,Copper,14,7057,15037,30,0.9894221986504054,1.0000000000000002,1
FTLD3,red,Copper,3,1876,15037,30,0.7791541554260933,1.0000000000000002,1
FTLD3,black,Core iron,47,5371,15037,98,1.6643459376398566,0.014569412109452486,0.10551439988260278
FTLD3,turquoise,Core iron,48,5506,15037,98,1.6674587576589814,0.015073485697514682,0.10551439988260278
FTLD3,tan,Core iron,3,1102,15037,98,0.3976987985153375,0.11916403981052177,0.4953165803198883
FTLD3,magenta,Core iron,23,2685,15037,98,1.4142920342403795,0.14618570306128606,0.4953165803198883
FTLD3,brown,Core iron,2,842,15037,98,0.3496933336153673,0.1800923872720589,0.4953165803198883
FTLD3,purple,Core iron,22,4301,15037,98,0.7211871155366222,0.21683585012109385,0.4953165803198883
FTLD3,cyan,Core iron,10,1108,15037,98,1.4324080259885421,0.24765829015994414,0.4953165803198883
FTLD3,greenyellow,Core iron,6,1424,15037,98,0.6218824281047689,0.30214014112802234,0.5151068934306439
FTLD3,pink,Core iron,27,4871,15037,98,0.7925505780392442,0.3311401457768425,0.5151068934306439
FTLD3,salmon,Core iron,7,1418,15037,98,0.7375378318606042,0.6011133414345126,0.8005109103849973
FTLD3,red,Core iron,10,1876,15037,98,0.7961360115400554,0.6444845822061709,0.8005109103849973
FTLD3,blue,Core iron,48,7057,15037,98,1.0861325809529803,0.6861522089014263,0.8005109103849973
FTLD3,green,Core iron,3,506,15037,98,0.9063147791764317,1.0000000000000004,1
FTLD3,yellow,Core iron,7,1082,15037,98,0.9920577422164493,1.0000000000000007,1
MSA,paleturquoise,Broad iron,23,1573,15579,142,1.731560001339635,0.023779059809990503,0.7609299139196961
MSA,violet,Broad iron,20,1461,15579,142,1.5921762301570523,0.05954997326587467,0.8750018554704485
MSA,pink,Broad iron,22,1729,15579,142,1.4745643765137897,0.10573227596216228,0.8750018554704485
MSA,salmon,Broad iron,35,3066,15579,142,1.338816375696383,0.13792581564260706,0.8750018554704485
MSA,skyblue,Broad iron,23,1941,15579,142,1.3622791744697484,0.19995470474123433,0.8750018554704485
MSA,darkorange,Broad iron,3,730,15579,142,0.4367178270055694,0.22525827373034227,0.8750018554704485
MSA,white,Broad iron,27,2379,15579,142,1.3061521366499589,0.2399138091872835,0.8750018554704485
MSA,lightyellow,Broad iron,10,770,15579,142,1.4629571227775677,0.23998756073960287,0.8750018554704485
MSA,purple,Broad iron,12,1006,15579,142,1.341210932011206,0.3036540165299938,0.8750018554704485
MSA,blue,Broad iron,36,3415,15579,142,1.211940374803527,0.3096505442048291,0.8750018554704485
MSA,darkgrey,Broad iron,27,2510,15579,142,1.2248395145616742,0.3582298392585684,0.8750018554704485
MSA,cyan,Broad iron,12,1063,15579,142,1.263477575220834,0.40319397381536987,0.8750018554704485
MSA,brown,Broad iron,18,1630,15579,142,1.2449271606982992,0.4067746171642152,0.8750018554704485
MSA,darkturquoise,Broad iron,8,694,15579,142,1.2837313015493874,0.4168375962787968,0.8750018554704485
MSA,lightcyan,Broad iron,8,1216,15579,142,0.7032083555869739,0.43073306807759076,0.8750018554704485
MSA,grey60,Broad iron,6,930,15579,142,0.69294340427302,0.47728749625221245,0.8750018554704485
MSA,darkred,Broad iron,14,1864,15579,142,0.8033043960483139,0.516412074591382,0.8750018554704485
MSA,orange,Broad iron,13,1214,15579,142,1.194518571156433,0.5278304573689866,0.8750018554704485
MSA,tan,Broad iron,4,696,15579,142,0.6176251771954966,0.5359332816904571,0.8750018554704485
MSA,green,Broad iron,15,1431,15579,142,1.1694949584053052,0.5582003423026779,0.8750018554704485
MSA,greenyellow,Broad iron,6,887,15579,142,0.7289203461089051,0.5846056009922636,0.8750018554704485
MSA,saddlebrown,Broad iron,19,1854,15579,142,1.144996590432652,0.6015637756359333,0.8750018554704485
MSA,turquoise,Broad iron,25,3009,15579,142,0.8917283047495139,0.6699206867194772,0.90727649966421
MSA,royalblue,Broad iron,7,686,15579,142,1.1269851386931862,0.6804573747481575,0.90727649966421
MSA,lightgreen,Broad iron,6,864,15579,142,0.7496437483370807,0.7104014906623539,0.909313908047813
MSA,red,Broad iron,10,1270,15579,142,0.852390271393986,0.7580712753965103,0.9330108004880128
MSA,steelblue,Broad iron,18,1883,15579,142,1.0563803111740688,0.7960053776600106,0.9434137809303829
MSA,darkgreen,Broad iron,5,668,15579,142,0.8132756515869423,0.8352466152470142,0.9545675602823018
