geneSymbol,moduleColor
TIMM22,bisque4
TIMM8B,bisque4
TINF2,bisque4
TIPARP,bisque4
TLL2,bisque4
TLR9,bisque4
TMCO1,bisque4
TMCO3,bisque4
TMCO6,bisque4
TMED7-TICAM2,bisque4
TMEM108,bisque4
TMEM129,bisque4
TMEM132C,bisque4
TMEM145,bisque4
TMEM146,bisque4
TMEM14B,bisque4
TMEM161A,bisque4
TMEM178,bisque4
TMEM18,bisque4
TMEM183A,bisque4
TMEM194A,bisque4
TMEM209,bisque4
TMEM22,bisque4
TMEM222,bisque4
TMEM41A,bisque4
TMEM52,bisque4
TMEM63B,bisque4
TMEM67,bisque4
TNFRSF8,bisque4
TNFSF13B,bisque4
TNIK,bisque4
TNRC18,bisque4
TNXB,bisque4
TOLLIP,bisque4
TOMM7,bisque4
TOPBP1,bisque4
TOX,bisque4
TP53,bisque4
TPD52,bisque4
TPI1,bisque4
TRADD,bisque4
TRAF4,bisque4
TRAK1,bisque4
TRAPPC9,bisque4
TRIAP1,bisque4
TRIM2,bisque4
TRIM24,bisque4
TRIM27,bisque4
TRIM3,bisque4
TRIM34,bisque4
TRIM39,bisque4
TRIM58,bisque4
TRIM68,bisque4
TRMT2A,bisque4
TROAP,bisque4
TRPM3,bisque4
TSKS,bisque4
TSPAN31,bisque4
TTC1,bisque4
TTC15,bisque4
TTC19,bisque4
TTC27,bisque4
TTC35,bisque4
TTC39C,bisque4
TTLL11,bisque4
TTLL5,bisque4
TTYH2,bisque4
TUBA4A,bisque4
TUFT1,bisque4
TULP3,bisque4
TUSC4,bisque4
TXNDC5,bisque4
TXNIP,bisque4
TXNRD1,bisque4
UBA2,bisque4
UBE2CBP,bisque4
UBE2D1,bisque4
UBE2L6,bisque4
UBL3,bisque4
UBTF,bisque4
UBXN1,bisque4
UBXN7,bisque4
UHMK1,bisque4
UHRF1,bisque4
UNC45A,bisque4
UNC50,bisque4
UNCX,bisque4
UPK1B,bisque4
USP12,bisque4
USP16,bisque4
USP42,bisque4
USP48,bisque4
